O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
29-1122.00	361	Conduct research in occupational therapy.	Core	35	06/2008	Occupational Expert
29-1122.00	356	Provide training and supervision in therapy techniques and objectives for students and nurses and other medical staff.	Core	35	06/2008	Occupational Expert
29-1122.00	354	Help clients improve decision making, abstract reasoning, memory, sequencing, coordination and perceptual skills, using computer programs.	Core	35	06/2008	Occupational Expert
29-1122.00	360	Advise on health risks in the workplace and on health-related transition to retirement.	Core	34	06/2008	Occupational Expert
29-1122.00	359	Lay out materials such as puzzles, scissors and eating utensils for use in therapy, and clean and repair these tools after therapy sessions.	Core	35	06/2008	Occupational Expert
29-1122.00	362	Provide patients with assistance in locating and holding jobs.	Core	34	06/2008	Occupational Expert
29-1122.01	17354	Teach independent living skills or techniques such as adaptive eating, medication management, diabetes management, and personal management.	n/a	n/a	06/2009	Analyst
29-1122.01	17355	Recommend appropriate mobility devices or systems such as human guides, dog guides, long canes, electronic travel aids (ETAs), and other adaptive mobility devices (AMDs).	n/a	n/a	06/2009	Analyst
29-1122.01	17353	Identify visual impairments related to basic life skills in areas such as self-care, literacy, communication, health management, home management, and meal preparation.	n/a	n/a	06/2009	Analyst
29-1122.01	17352	Train clients with visual impairments to use mobility devices or systems such as human guides, dog guides, electronic travel aids (ETAs), and other adaptive mobility devices (AMDs).	n/a	n/a	06/2009	Analyst
29-1122.01	17351	Assess clients' functioning in areas such as vision, orientation and mobility skills, social and emotional issues, cognition, physical abilities, and personal goals.	n/a	n/a	06/2009	Analyst
29-1122.01	17350	Develop rehabilitation or instructional plans collaboratively with clients, based on results of assessments, needs, and goals.	n/a	n/a	06/2009	Analyst
29-1122.01	17349	Write reports or complete forms to document assessments, training, progress, or follow-up outcomes.	n/a	n/a	06/2009	Analyst
29-1122.01	17348	Monitor clients' progress to determine whether changes in rehabilitation plans are needed.	n/a	n/a	06/2009	Analyst
29-1122.01	17346	Train clients to use tactile, auditory, kinesthetic, olfactory, and propioceptive information.	n/a	n/a	06/2009	Analyst
29-1122.01	17347	Train clients to use adaptive equipment such as large print, reading stands, lamps, writing implements, software, and electronic devices.	n/a	n/a	06/2009	Analyst
29-1122.01	17345	Teach clients to travel independently using a variety of actual or simulated travel situations or exercises.	n/a	n/a	06/2009	Analyst
29-1122.01	17343	Administer tests and interpret test results to develop rehabilitation plans for clients.	n/a	n/a	06/2009	Analyst
29-1122.01	17344	Train clients to read or write Braille.	n/a	n/a	06/2009	Analyst
29-1122.01	17342	Collaborate with specialists, such as rehabilitation counselors, speech pathologists, and occupational therapists, to provide client solutions.	n/a	n/a	06/2009	Analyst
29-1122.01	17341	Design instructional programs to improve communication using devices such as slates and styluses, braillers, keyboards, adaptive handwriting devices, talking book machines, digital books, and optical character readers (OCRs).	n/a	n/a	06/2009	Analyst
29-1122.01	17340	Obtain, distribute, or maintain low vision devices.	n/a	n/a	06/2009	Analyst
29-1122.01	17339	Participate in professional development activities such as reading literature, continuing education, attending conferences, and collaborating with colleagues.	n/a	n/a	06/2009	Analyst
29-1122.01	17338	Provide consultation, support, or education to groups such as parents and teachers.	n/a	n/a	06/2009	Analyst
29-1122.01	17337	Refer clients to services, such as eye care, health care, rehabilitation, and counseling, to enhance visual and life functioning or when condition exceeds scope of practice.	n/a	n/a	06/2009	Analyst
29-1122.01	17336	Teach cane skills including cane use with a guide, diagonal techniques, and two-point touches.	n/a	n/a	06/2009	Analyst
29-1123.00	364	Perform and document an initial exam, evaluating data to identify problems and determine a diagnosis prior to intervention.	Core	105	06/2008	Incumbent
29-1123.00	363	Plan, prepare and carry out individually designed programs of physical treatment to maintain, improve or restore physical functioning, alleviate pain and prevent physical dysfunction in patients.	Core	105	06/2008	Incumbent
29-1123.00	370	Record prognosis, treatment, response, and progress in patient's chart or enter information into computer.	Core	105	06/2008	Incumbent
29-1123.00	374	Identify and document goals, anticipated progress and plans for reevaluation.	Core	105	06/2008	Incumbent
29-1123.00	366	Administer manual exercises, massage or traction to help relieve pain, increase patient strength, or decrease or prevent deformity or crippling.	Core	105	06/2008	Incumbent
29-1123.00	365	Evaluate effects of treatment at various stages and adjust treatments to achieve maximum benefit.	Core	105	06/2008	Incumbent
29-1123.00	373	Test and measure patient's strength, motor development and function, sensory perception, functional capacity, and respiratory and circulatory efficiency and record data.	Core	104	06/2008	Incumbent
29-1123.00	367	Instruct patient and family in treatment procedures to be continued at home.	Core	105	06/2008	Incumbent
29-1123.00	368	Confer with the patient, medical practitioners and appropriate others to plan, implement and assess the intervention program.	Core	104	06/2008	Incumbent
29-1123.00	369	Review physician's referral and patient's medical records to help determine diagnosis and physical therapy treatment required.	Core	105	06/2008	Incumbent
29-1123.00	371	Obtain patients' informed consent to proposed interventions.	Core	105	06/2008	Incumbent
29-1123.00	372	Discharge patient from physical therapy when goals or projected outcomes have been attained and provide for appropriate follow-up care or referrals.	Core	105	06/2008	Incumbent
29-1123.00	375	Provide information to the patient about the proposed intervention, its material risks and expected benefits and any reasonable alternatives.	Core	104	06/2008	Incumbent
29-1123.00	376	Inform patients when diagnosis reveals findings outside physical therapy and refer to appropriate practitioners.	Core	105	06/2008	Incumbent
29-1123.00	377	Direct, supervise, assess, and communicate with supportive personnel.	Core	105	06/2008	Incumbent
29-1123.00	381	Provide educational information about physical therapy and physical therapists, injury prevention, ergonomics and ways to promote health.	Core	104	06/2008	Incumbent
29-1123.00	382	Refer clients to community resources and services.	Core	105	06/2008	Incumbent
29-1123.00	378	Administer treatment involving application of physical agents, using equipment, moist packs, ultraviolet and infrared lamps, and ultrasound machines.	Core	104	06/2008	Incumbent
29-1123.00	379	Teach physical therapy students as well as those in other health professions.	Core	105	06/2008	Incumbent
29-1123.00	380	Evaluate, fit, and adjust prosthetic and orthotic devices and recommend modification to orthotist.	Core	104	06/2008	Incumbent
29-1123.00	386	Direct group rehabilitation activities.	Core	103	06/2008	Incumbent
29-1123.00	383	Conduct and support research and apply research findings to practice.	Core	104	06/2008	Incumbent
29-1123.00	384	Participate in community and community agency activities and help to formulate public policy.	Supplemental	104	06/2008	Incumbent
29-1123.00	385	Construct, maintain and repair medical supportive devices.	Supplemental	105	06/2008	Incumbent
29-1124.00	4086	Position patients for treatment with accuracy according to prescription.	Core	69	06/2008	Incumbent
29-1124.00	4085	Administer prescribed doses of radiation to specific body parts, using radiation therapy equipment according to established practices and standards.	Core	69	06/2008	Incumbent
29-1124.00	4092	Check radiation therapy equipment to ensure proper operation.	Core	69	06/2008	Incumbent
29-1124.00	4090	Review prescription, diagnosis, patient chart, and identification.	Core	69	06/2008	Incumbent
29-1124.00	4088	Follow principles of radiation protection for patient, self, and others.	Core	69	06/2008	Incumbent
29-1124.00	4089	Maintain records, reports and files as required, including such information as radiation dosages, equipment settings and patients' reactions.	Core	69	06/2008	Incumbent
29-1124.00	4091	Conduct most treatment sessions independently, in accordance with the long-term treatment plan and under the general direction of the patient's physician.	Core	69	06/2008	Incumbent
29-1124.00	4087	Enter data into computer and set controls to operate and adjust equipment and regulate dosage.	Core	69	06/2008	Incumbent
29-1124.00	4093	Observe and reassure patients during treatment and report unusual reactions to physician or turn equipment off if unexpected adverse reactions occur.	Core	69	06/2008	Incumbent
29-1124.00	4096	Calculate actual treatment dosages delivered during each session.	Core	69	06/2008	Incumbent
29-1124.00	4094	Check for side effects such as skin irritation, nausea and hair loss to assess patients' reaction to treatment.	Core	69	06/2008	Incumbent
29-1124.00	4097	Prepare and construct equipment, such as immobilization, treatment, and protection devices.	Core	69	06/2008	Incumbent
29-1124.00	4095	Educate, prepare and reassure patients and their families by answering questions, providing physical assistance, and reinforcing physicians' advice regarding treatment reactions and post-treatment care.	Core	69	06/2008	Incumbent
29-1124.00	4102	Provide assistance to other health care personnel during dosimetry procedures and tumor localization.	Core	69	06/2008	Incumbent
29-1124.00	4099	Help physicians, radiation oncologists and clinical physicists to prepare physical and technical aspects of radiation treatment plans, using information about patient condition and anatomy.	Core	69	06/2008	Incumbent
29-1124.00	4098	Photograph treated area of patient and process film.	Core	69	06/2008	Incumbent
29-1124.00	4101	Act as liaison with physicist and supportive care personnel.	Core	69	06/2008	Incumbent
29-1124.00	4100	Train and supervise student or subordinate radiotherapy technologists.	Core	68	06/2008	Incumbent
29-1124.00	4103	Implement appropriate follow-up care plans.	Core	67	06/2008	Incumbent
29-1124.00	4105	Assist in the preparation of sealed radioactive materials, such as cobalt, radium, cesium and isotopes, for use in radiation treatments.	Supplemental	69	06/2008	Incumbent
29-1124.00	4104	Store, sterilize, or prepare the special applicators containing the radioactive substance implanted by the physician.	Supplemental	69	06/2008	Incumbent
29-1125.00	392	Conduct therapy sessions to improve patients' mental and physical well-being.	Core	26	06/2008	Occupational Expert
29-1125.00	387	Observe, analyze, and record patients' participation, reactions, and progress during treatment sessions, modifying treatment programs as needed.	Core	26	06/2008	Occupational Expert
29-1125.00	395	Plan, organize, direct and participate in treatment programs and activities to facilitate patients' rehabilitation, help them integrate into the community and prevent further medical problems.	Core	26	06/2008	Occupational Expert
29-1125.00	388	Develop treatment plan to meet needs of patient, based on needs assessment, patient interests and objectives of therapy.	Core	26	06/2008	Occupational Expert
29-1125.00	396	Prepare and submit reports and charts to treatment team to reflect patients' reactions and evidence of progress or regression.	Core	26	06/2008	Occupational Expert
29-1125.00	394	Obtain information from medical records, medical staff, family members and the patients themselves to assess patients' capabilities, needs and interests.	Core	26	06/2008	Occupational Expert
29-1125.00	390	Counsel and encourage patients to develop leisure activities.	Core	26	06/2008	Occupational Expert
29-1125.00	393	Instruct patient in activities and techniques, such as sports, dance, music, art or relaxation techniques, designed to meet their specific physical or psychological needs.	Core	26	06/2008	Occupational Expert
29-1125.00	391	Confer with members of treatment team to plan and evaluate therapy programs.	Core	26	06/2008	Occupational Expert
29-1125.00	389	Encourage clients with special needs and circumstances to acquire new skills and get involved in health-promoting leisure activities, such as sports, games, arts and crafts, and gardening.	Core	26	06/2008	Occupational Expert
29-1126.00	398	Provide emergency care, including artificial respiration, external cardiac massage and assistance with cardiopulmonary resuscitation.	Core	122	06/2009	Incumbent
29-1126.00	401	Read prescription, measure arterial blood gases, and review patient information to assess patient condition.	Core	124	06/2009	Incumbent
29-1126.00	400	Monitor patient's physiological responses to therapy, such as vital signs, arterial blood gases, and blood chemistry changes, and consult with physician if adverse reactions occur.	Core	122	06/2009	Incumbent
29-1126.00	397	Set up and operate devices such as mechanical ventilators, therapeutic gas administration apparatus, environmental control systems, and aerosol generators, following specified parameters of treatment.	Core	122	06/2009	Incumbent
29-1126.00	403	Enforce safety rules and ensure careful adherence to physicians' orders.	Core	122	06/2009	Incumbent
29-1126.00	407	Explain treatment procedures to patients to gain cooperation and allay fears.	Core	122	06/2009	Incumbent
29-1126.00	408	Relay blood analysis results to a physician.	Core	123	06/2009	Incumbent
29-1126.00	404	Maintain charts that contain patients' pertinent identification and therapy information.	Core	124	06/2009	Incumbent
29-1126.00	18522	Work as part of a team of physicians, nurses, and other health care professionals to manage patient care by assisting with medical procedures and related duties.	Core	122	06/2009	Incumbent
29-1126.00	405	Inspect, clean, test and maintain respiratory therapy equipment to ensure equipment is functioning safely and efficiently, ordering repairs when necessary.	Core	124	06/2009	Incumbent
29-1126.00	414	Make emergency visits to resolve equipment problems.	Core	123	06/2009	Incumbent
29-1126.00	406	Educate patients and their families about their conditions and teach appropriate disease management techniques, such as breathing exercises and the use of medications and respiratory equipment.	Core	122	06/2009	Incumbent
29-1126.00	399	Determine requirements for treatment, such as type, method and duration of therapy, precautions to be taken, and medication and dosages, compatible with physicians' orders.	Core	124	06/2009	Incumbent
29-1126.00	410	Perform bronchopulmonary drainage and assist or instruct patients in performance of breathing exercises.	Core	122	06/2009	Incumbent
29-1126.00	415	Conduct tests, such as electrocardiograms (EKGs), stress testing, and lung capacity tests, to evaluate patients' cardiopulmonary functions.	Core	122	06/2009	Incumbent
29-1126.00	413	Use a variety of testing techniques to assist doctors in cardiac and pulmonary research and to diagnose disorders.	Core	123	06/2009	Incumbent
29-1126.00	411	Demonstrate respiratory care procedures to trainees and other health care personnel.	Core	122	06/2009	Incumbent
29-1126.00	409	Perform pulmonary function and adjust equipment to obtain optimum results in therapy.	Core	123	06/2009	Incumbent
29-1126.00	412	Teach, train, supervise, and utilize the assistance of students, respiratory therapy technicians, and assistants.	Core	122	06/2009	Incumbent
29-1127.00	1867	Monitor patients' progress and adjust treatments accordingly.	Core	99	06/2009	Incumbent
29-1127.00	18523	Evaluate hearing or speech and language test results, barium swallow results, and medical or background information to diagnose and plan treatment for speech, language, fluency, voice, and swallowing disorders.	Core	99	06/2009	Incumbent
29-1127.00	1869	Administer hearing or speech and language evaluations, tests, or examinations to patients to collect information on type and degree of impairments, using written and oral tests and special instruments.	Core	99	06/2009	Incumbent
29-1127.00	18524	Write reports and maintain proper documentation of information, such as client Medicaid and billing records and caseload activities, including the initial evaluation, treatment, progress, and discharge of clients.	Core	99	06/2009	Incumbent
29-1127.00	1871	Develop and implement treatment plans for problems such as stuttering, delayed language, swallowing disorders, and inappropriate pitch or harsh voice problems, based on own assessments and recommendations of physicians, psychologists, or social workers.	Core	99	06/2009	Incumbent
29-1127.00	18525	Develop individual or group activities and programs in schools to deal with behavior, speech, language, or swallowing problems.	Core	98	06/2009	Incumbent
29-1127.00	18526	Participate in and write reports for meetings regarding patients' progress, such as individualized educational planning (IEP) meetings, in-service meetings, or intervention assistance team meetings.	Core	99	06/2009	Incumbent
29-1127.00	18527	Complete administrative responsibilities, such as coordinating paperwork, scheduling case management activities, or writing lesson plans.	Core	99	06/2009	Incumbent
29-1127.00	1873	Instruct clients in techniques for more effective communication, including sign language, lip reading, and voice improvement.	Core	99	06/2009	Incumbent
29-1127.00	18528	Educate patients and family members about various topics, such as communication techniques and strategies to cope with or to avoid personal misunderstandings.	Core	99	06/2009	Incumbent
29-1127.00	1874	Teach clients to control or strengthen tongue, jaw, face muscles, and breathing mechanisms.	Core	99	06/2009	Incumbent
29-1127.00	1875	Develop speech exercise programs to reduce disabilities.	Core	99	06/2009	Incumbent
29-1127.00	1882	Communicate with non-speaking students, using sign language or computer technology.	Core	99	06/2009	Incumbent
29-1127.00	18529	Participate in conferences, training, continuing education courses, or publish research results to share knowledge of new hearing or speech disorder treatment methods or technologies.	Core	99	06/2009	Incumbent
29-1127.00	18530	Supervise and collaborate with therapy team.	Core	99	06/2009	Incumbent
29-1127.00	1876	Consult with and advise educators or medical staff on speech or hearing topics, such as communication strategies or speech and language stimulation.	Core	99	06/2009	Incumbent
29-1127.00	18531	Consult with and refer clients to additional medical or educational services.	Core	98	06/2009	Incumbent
29-1127.00	1878	Design, develop, and employ alternative diagnostic or communication devices and strategies.	Core	98	06/2009	Incumbent
29-1127.00	1879	Conduct lessons and direct educational or therapeutic games to assist teachers dealing with speech problems.	Core	99	06/2009	Incumbent
29-1127.00	1884	Use computer applications to identify and assist with communication disabilities.	Core	99	06/2009	Incumbent
29-1127.00	1883	Provide communication instruction to dialect speakers or students with limited English proficiency.	Supplemental	99	06/2009	Incumbent
29-1127.00	1885	Conduct or direct research on speech or hearing topics, and report findings for use in developing procedures, technologies, or treatments.	Supplemental	98	06/2009	Incumbent
29-1131.00	4107	Treat sick or injured animals by prescribing medication, setting bones, dressing wounds, or performing surgery.	Core	80	06/2009	Incumbent
29-1131.00	4106	Examine animals to detect and determine the nature of diseases or injuries.	Core	80	06/2009	Incumbent
29-1131.00	4114	Provide care to a wide range of animals or specialize in a particular species, such as horses or exotic birds.	Core	80	06/2009	Incumbent
29-1131.00	4108	Inoculate animals against various diseases such as rabies and distemper.	Core	80	06/2009	Incumbent
29-1131.00	18532	Advise animal owners regarding sanitary measures, feeding, general care, medical conditions, and treatment options.	Core	80	06/2009	Incumbent
29-1131.00	4110	Operate diagnostic equipment such as radiographic and ultrasound equipment, and interpret the resulting images.	Core	80	06/2009	Incumbent
29-1131.00	4112	Educate the public about diseases that can be spread from animals to humans.	Core	80	06/2009	Incumbent
29-1131.00	4109	Collect body tissue, feces, blood, urine, or other body fluids for examination and analysis.	Core	80	06/2009	Incumbent
29-1131.00	18533	Attend lectures, conferences, and continuing education courses.	Core	80	06/2009	Incumbent
29-1131.00	4115	Euthanize animals.	Core	80	06/2009	Incumbent
29-1131.00	4113	Train and supervise workers who handle and care for animals.	Core	80	06/2009	Incumbent
29-1131.00	4117	Conduct postmortem studies and analyses to determine the causes of animals' deaths.	Core	80	06/2009	Incumbent
29-1131.00	4121	Specialize in a particular type of treatment such as dentistry, pathology, nutrition, surgery, microbiology, or internal medicine.	Supplemental	79	06/2009	Incumbent
29-1131.00	4119	Direct the overall operations of animal hospitals, clinics, or mobile services to farms.	Supplemental	79	06/2009	Incumbent
29-1131.00	4120	Drive mobile clinic vans to farms so that health problems can be treated or prevented.	Supplemental	80	06/2009	Incumbent
29-1131.00	4116	Establish and conduct quarantine and testing procedures that prevent the spread of diseases to other animals or to humans, and that comply with applicable government regulations.	Supplemental	80	06/2009	Incumbent
29-1131.00	4123	Plan and execute animal nutrition and reproduction programs.	Supplemental	80	06/2009	Incumbent
29-1131.00	4126	Determine the effects of drug therapies, antibiotics, or new surgical techniques by testing them on animals.	Supplemental	80	06/2009	Incumbent
29-1131.00	18534	Perform administrative and business management tasks such as scheduling appointments, accepting payments from clients, budgeting, and maintaining business records.	Supplemental	80	06/2009	Incumbent
29-1131.00	4122	Inspect and test horses, sheep, poultry, and other animals to detect the presence of communicable diseases.	Supplemental	80	06/2009	Incumbent
29-1131.00	4124	Research diseases to which animals could be susceptible.	Supplemental	78	06/2009	Incumbent
29-1131.00	4125	Inspect animal housing facilities to determine their cleanliness and adequacy.	Supplemental	80	06/2009	Incumbent
29-1199.01	17373	Identify correct anatomical and proportional point locations based on patients' anatomy and positions, contraindications, and precautions related to treatments such as intradermal needles, moxibution, electricity, guasha, and bleeding.	n/a	n/a	06/2009	Analyst
29-1199.01	17372	Insert needles to provide acupuncture treatment.	n/a	n/a	06/2009	Analyst
29-1199.01	17371	Treat medical conditions using techniques such as acupressure, shiatsu, and tuina.	n/a	n/a	06/2009	Analyst
29-1199.01	17370	Develop individual treatment plans and strategies.	n/a	n/a	06/2009	Analyst
29-1199.01	17369	Analyze physical findings and medical histories to make diagnoses according to Oriental medicine traditions.	n/a	n/a	06/2009	Analyst
29-1199.01	17368	Apply heat or cold therapy to patients using materials such as heat pads, hydrocollator packs, warm compresses, cold compresses, heat lamps, and vapor coolants.	n/a	n/a	06/2009	Analyst
29-1199.01	17367	Apply moxibustion directly or indirectly to patients using Chinese, non-scarring, stick, or pole moxa.	n/a	n/a	06/2009	Analyst
29-1199.01	17365	Assess patients' general physical appearance to make diagnoses.	n/a	n/a	06/2009	Analyst
29-1199.01	17366	Collect medical histories and general health and life style information from patients.	n/a	n/a	06/2009	Analyst
29-1199.01	17364	Evaluate treatment outcomes and recommend new or altered treatments as necessary to further promote, restore, or maintain health.	n/a	n/a	06/2009	Analyst
29-1199.01	17363	Educate patients on topics such as meditation, ergonomics, stretching, exercise, nutrition, the healing process, breathing, and relaxation techniques.	n/a	n/a	06/2009	Analyst
29-1199.01	17362	Treat patients using tools such as needles, cups, ear balls, seeds, pellets, and nutritional supplements.	n/a	n/a	06/2009	Analyst
29-1199.01	17361	Adhere to local, state and federal laws, regulations and statutes.	n/a	n/a	06/2009	Analyst
29-1199.01	17360	Consider Western medical procedures in health assessment, health care team communication, and care referrals.	n/a	n/a	06/2009	Analyst
29-1199.01	17359	Dispense herbal formulas and inform patients of dosages and frequencies, treatment duration, possible side effects and drug interactions.	n/a	n/a	06/2009	Analyst
29-1199.01	17358	Maintain detailed and complete records of health care plans and prognoses.	n/a	n/a	06/2009	Analyst
29-1199.01	17357	Maintain and follow standard quality, safety, environmental and infection control policies and procedures.	n/a	n/a	06/2009	Analyst
29-1199.01	17356	Formulate herbal preparations to treat conditions considering herbal properties such as taste, toxicity, effects of preparation, contraindications, and incompatibilities.	n/a	n/a	06/2009	Analyst
29-1199.02	18361	Manage patients' airway or pulmonary status using techniques such as endotracheal intubation, mechanical ventilation, pharmacological support, respiratory therapy, and extubation.	Core	34	06/2009	Occupational Expert
29-1199.02	18367	Assess patients' medical histories to predict anesthesia response.	Core	34	06/2009	Occupational Expert
29-1199.02	18364	Prepare prescribed solutions and administer local, intravenous, spinal, or other anesthetics following specified methods and procedures.	Core	34	06/2009	Occupational Expert
29-1199.02	18366	Select, order, or administer anesthetics, adjuvant drugs, accessory drugs, fluids or blood products as necessary.	Core	34	06/2009	Occupational Expert
29-1199.02	18368	Develop anesthesia care plans.	Core	34	06/2009	Occupational Expert
29-1199.02	18362	Monitor patients' responses, including skin color, pupil dilation, pulse, heart rate, blood pressure, respiration, ventilation, or urine output, using invasive and noninvasive techniques.	Core	34	06/2009	Occupational Expert
29-1199.02	18370	Select, prepare, or use equipment, monitors, supplies, or drugs for the administration of anesthetics.	Core	34	06/2009	Occupational Expert
29-1199.02	18369	Obtain informed consent from patients for anesthesia procedures.	Core	34	06/2009	Occupational Expert
29-1199.02	18365	Respond to emergency situations by providing airway management, administering emergency fluids or drugs, or using basic or advanced cardiac life support techniques.	Core	34	06/2009	Occupational Expert
29-1199.02	18363	Perform or manage regional anesthetic techniques such as local, spinal, epidural, caudal, nerve blocks and intravenous blocks.	Core	34	06/2009	Occupational Expert
29-1199.02	18355	Evaluate patients' post-surgical or post-anesthesia responses, taking appropriate corrective actions or requesting consultation if complications occur.	Core	34	06/2009	Occupational Expert
29-1199.02	18354	Administer post-anesthesia medications or fluids to support patients' cardiovascular systems.	Core	34	06/2009	Occupational Expert
29-1199.02	18371	Calibrate and test anesthesia equipment.	Core	34	06/2009	Occupational Expert
29-1199.02	18356	Perform pre-anesthetic screenings, including physical evaluations and patient interviews, and document results.	Core	34	06/2009	Occupational Expert
29-1199.02	18357	Select and prescribe post-anesthesia medications or treatments to patients.	Core	34	06/2009	Occupational Expert
29-1199.02	18374	Insert peripheral or central intravenous catheters.	Core	34	06/2009	Occupational Expert
29-1199.02	18358	Select, order, or administer pre-anesthetic medications.	Core	34	06/2009	Occupational Expert
29-1199.02	18373	Insert arterial catheters or perform arterial punctures to obtain arterial blood samples.	Core	34	06/2009	Occupational Expert
29-1199.02	18360	Perform or evaluate the results of diagnostic tests such as radiographs (x-rays) and electrocardiograms (EKGs).	Core	34	06/2009	Occupational Expert
29-1199.02	18376	Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in nursing.	Core	34	06/2009	Occupational Expert
29-1199.02	18377	Request anesthesia equipment repairs, adjustments, or safety tests.	Core	34	06/2009	Occupational Expert
29-1199.02	18359	Discharge patients from post-anesthesia care.	Core	34	06/2009	Occupational Expert
29-1199.02	18375	Instruct nurses, residents, interns, students or other staff on topics such as anesthetic techniques, pain management and emergency responses.	Core	34	06/2009	Occupational Expert
29-1199.02	18372	Disassemble and clean anesthesia equipment.	Core	34	06/2009	Occupational Expert
29-1199.03	18396	Prescribe medication dosages, routes, and frequencies based on patients' characteristics such as age and gender.	Core	31	06/2009	Occupational Expert
29-1199.03	18381	Order, perform, or interpret the results of diagnostic tests such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays).	Core	31	06/2009	Occupational Expert
29-1199.03	18382	Analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.	Core	31	06/2009	Occupational Expert
29-1199.03	18389	Develop treatment plans based on scientific rationale, standards of care, and professional practice guidelines.	Core	31	06/2009	Occupational Expert
29-1199.03	18383	Diagnose or treat acute health care problems such as illnesses, infections, and injuries.	Core	31	06/2009	Occupational Expert
29-1199.03	18392	Prescribe medications based on efficacy, safety, and cost as legally authorized.	Core	31	06/2009	Occupational Expert
29-1199.03	18380	Counsel patients about drug regimens and possible side effects or interactions with other substances such as food supplements, over-the-counter (OTC) medications, and herbal remedies.	Core	31	06/2009	Occupational Expert
29-1199.03	18395	Recommend interventions to modify behavior associated with health risks.	Core	31	06/2009	Occupational Expert
29-1199.03	18388	Detect and respond to adverse drug reactions, with special attention to vulnerable populations such as infants, children, pregnant and lactating women, and older adults.	Core	31	06/2009	Occupational Expert
29-1199.03	18378	Educate patients about self-management of acute or chronic illnesses, tailoring instructions to patients' individual circumstances.	Core	31	06/2009	Occupational Expert
29-1199.03	18384	Diagnose or treat chronic health care problems such as high blood pressure and diabetes.	Core	31	06/2009	Occupational Expert
29-1199.03	18399	Maintain complete and detailed records of patients' health care plans and prognoses.	Core	31	06/2009	Occupational Expert
29-1199.03	18393	Provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability.	Core	31	06/2009	Occupational Expert
29-1199.03	18391	Perform routine or annual physical examinations.	Core	31	06/2009	Occupational Expert
29-1199.03	18386	Treat or refer patients for primary care conditions such as headaches, hypertension, urinary tract infections, upper respiratory infections, and dermatological conditions.	Core	31	06/2009	Occupational Expert
29-1199.03	18385	Diagnose or treat complex, unstable, comorbid, episodic, or emergency conditions in collaboration with other health care providers as necessary.	Core	31	06/2009	Occupational Expert
29-1199.03	18387	Consult with or refer patients to appropriate specialists when conditions exceed the scope of practice or expertise.	Core	31	06/2009	Occupational Expert
29-1199.03	18400	Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in nursing.	Core	31	06/2009	Occupational Expert
29-1199.03	18394	Recommend diagnostic or therapeutic interventions with attention to safety, cost, invasiveness, simplicity, acceptability, adherence, and efficacy.	Core	31	06/2009	Occupational Expert
29-1199.03	18379	Schedule follow-up visits to monitor patients or evaluate health or illness care.	Core	31	06/2009	Occupational Expert
29-1199.03	18404	Supervise or coordinate patient care or support staff activities.	Core	31	06/2009	Occupational Expert
29-1199.03	18402	Maintain current knowledge of state legal regulations for nurse practitioner practice including reimbursement of services.	Core	31	06/2009	Occupational Expert
29-1199.03	18390	Perform primary care procedures such as suturing, splinting, administering immunizations, taking cultures, and debriding wounds.	Core	31	06/2009	Occupational Expert
29-1199.03	18403	Maintain departmental policies and procedures in areas such as safety and infection control.	Core	31	06/2009	Occupational Expert
29-1199.03	18398	Provide patients or caregivers with assistance in locating health care resources.	Core	31	06/2009	Occupational Expert
29-1199.03	18397	Advocate for accessible health care that minimizes environmental health risks.	Core	30	06/2009	Occupational Expert
29-1199.03	18401	Keep abreast of regulatory processes and payer systems such as Medicare, Medicaid, managed care, and private sources.	Core	31	06/2009	Occupational Expert
29-1199.04	18411	Interview patients to document symptoms and health histories.	Core	31	06/2009	Occupational Expert
29-1199.04	18413	Advise patients about therapeutic exercise and nutritional medicine regimens.	Core	31	06/2009	Occupational Expert
29-1199.04	18409	Administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.	Core	31	06/2009	Occupational Expert
29-1199.04	18418	Document patients' histories, including identifying data, chief complaints, illnesses, previous medical or family histories, or psychosocial characteristics.	Core	31	06/2009	Occupational Expert
29-1199.04	18412	Educate patients about health care management.	Core	31	06/2009	Occupational Expert
29-1199.04	18414	Diagnose health conditions based on patients' symptoms and health histories, laboratory and diagnostic radiology test results, or other physiological measurements, such as electrocardiograms and electroencephalographs.	Core	31	06/2009	Occupational Expert
29-1199.04	18410	Conduct physical examinations and physiological function tests for diagnostic purposes.	Core	31	06/2009	Occupational Expert
29-1199.04	18406	Maintain professional development through activities such as post-graduate education, continuing education, preceptorships, and residency programs.	Core	31	06/2009	Occupational Expert
29-1199.04	18407	Order diagnostic imaging procedures such as radiographs (x-rays), ultrasounds, mammograms, and bone densitometry tests, or refer patients to other health professionals for these procedures.	Core	31	06/2009	Occupational Expert
