O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
29-2034.01	1.C.6	Independence	IM	3.93	47	0.14	3.65	4.20	N	06/2008	Incumbent
29-2034.01	1.C.7.a	Innovation	IM	3.85	47	0.12	3.60	4.10	N	06/2008	Incumbent
29-2034.01	1.C.7.b	Analytical Thinking	IM	3.87	47	0.12	3.63	4.11	N	06/2008	Incumbent
29-2034.02	1.C.1.a	Achievement/Effort	IM	3.97	44	0.15	3.67	4.27	N	06/2009	Incumbent
29-2034.02	1.C.1.b	Persistence	IM	4.12	44	0.13	3.86	4.39	N	06/2009	Incumbent
29-2034.02	1.C.1.c	Initiative	IM	4.19	44	0.13	3.93	4.46	N	06/2009	Incumbent
29-2034.02	1.C.2.b	Leadership	IM	3.54	44	0.32	2.90	4.18	N	06/2009	Incumbent
29-2034.02	1.C.3.a	Cooperation	IM	4.45	43	0.11	4.24	4.67	N	06/2009	Incumbent
29-2034.02	1.C.3.b	Concern for Others	IM	4.70	43	0.12	4.45	4.95	N	06/2009	Incumbent
29-2034.02	1.C.3.c	Social Orientation	IM	3.92	43	0.17	3.57	4.27	N	06/2009	Incumbent
29-2034.02	1.C.4.a	Self Control	IM	4.34	43	0.13	4.08	4.59	N	06/2009	Incumbent
29-2034.02	1.C.4.b	Stress Tolerance	IM	4.44	43	0.13	4.17	4.71	N	06/2009	Incumbent
29-2034.02	1.C.4.c	Adaptability/Flexibility	IM	4.22	43	0.23	3.76	4.69	N	06/2009	Incumbent
29-2034.02	1.C.5.a	Dependability	IM	4.51	43	0.12	4.26	4.77	N	06/2009	Incumbent
29-2034.02	1.C.5.b	Attention to Detail	IM	4.46	43	0.17	4.12	4.80	N	06/2009	Incumbent
29-2034.02	1.C.5.c	Integrity	IM	4.22	44	0.16	3.90	4.53	N	06/2009	Incumbent
29-2034.02	1.C.6	Independence	IM	4.18	44	0.27	3.62	4.73	N	06/2009	Incumbent
29-2034.02	1.C.7.a	Innovation	IM	3.79	44	0.29	3.20	4.38	N	06/2009	Incumbent
29-2034.02	1.C.7.b	Analytical Thinking	IM	3.57	44	0.31	2.96	4.19	N	06/2009	Incumbent
29-2041.00	1.C.1.a	Achievement/Effort	IM	3.63	31	0.21	3.20	4.06	N	06/2008	Incumbent
29-2041.00	1.C.1.b	Persistence	IM	3.98	31	0.14	3.69	4.27	N	06/2008	Incumbent
29-2041.00	1.C.1.c	Initiative	IM	4.13	31	0.13	3.87	4.39	N	06/2008	Incumbent
29-2041.00	1.C.2.b	Leadership	IM	3.92	31	0.15	3.63	4.22	N	06/2008	Incumbent
29-2041.00	1.C.3.a	Cooperation	IM	4.31	30	0.19	3.92	4.71	N	06/2008	Incumbent
29-2041.00	1.C.3.b	Concern for Others	IM	4.21	30	0.25	3.71	4.71	N	06/2008	Incumbent
29-2041.00	1.C.3.c	Social Orientation	IM	4.05	30	0.25	3.54	4.56	N	06/2008	Incumbent
29-2041.00	1.C.4.a	Self Control	IM	4.56	30	0.12	4.31	4.80	N	06/2008	Incumbent
29-2041.00	1.C.4.b	Stress Tolerance	IM	4.47	30	0.12	4.23	4.71	N	06/2008	Incumbent
29-2041.00	1.C.4.c	Adaptability/Flexibility	IM	4.28	29	0.20	3.87	4.68	N	06/2008	Incumbent
29-2041.00	1.C.5.a	Dependability	IM	4.62	30	0.15	4.32	4.92	N	06/2008	Incumbent
29-2041.00	1.C.5.b	Attention to Detail	IM	4.35	30	0.17	4.00	4.69	N	06/2008	Incumbent
29-2041.00	1.C.5.c	Integrity	IM	4.57	31	0.12	4.33	4.81	N	06/2008	Incumbent
29-2041.00	1.C.6	Independence	IM	3.51	31	0.22	3.05	3.96	N	06/2008	Incumbent
29-2041.00	1.C.7.a	Innovation	IM	3.49	31	0.17	3.14	3.84	N	06/2008	Incumbent
29-2041.00	1.C.7.b	Analytical Thinking	IM	3.65	31	0.19	3.26	4.03	N	06/2008	Incumbent
29-2051.00	1.C.1.a	Achievement/Effort	IM	3.65	17	0.25	3.11	4.18	N	06/2008	Incumbent
29-2051.00	1.C.1.b	Persistence	IM	3.61	17	0.24	3.09	4.12	N	06/2008	Incumbent
29-2051.00	1.C.1.c	Initiative	IM	3.87	17	0.31	3.21	4.53	N	06/2008	Incumbent
29-2051.00	1.C.2.b	Leadership	IM	3.73	17	0.37	2.95	4.51	N	06/2008	Incumbent
29-2051.00	1.C.3.a	Cooperation	IM	4.22	17	0.20	3.80	4.64	N	06/2008	Incumbent
29-2051.00	1.C.3.b	Concern for Others	IM	4.13	17	0.29	3.52	4.73	N	06/2008	Incumbent
29-2051.00	1.C.3.c	Social Orientation	IM	3.87	17	0.33	3.17	4.57	N	06/2008	Incumbent
29-2051.00	1.C.4.a	Self Control	IM	4.22	17	0.24	3.72	4.72	N	06/2008	Incumbent
29-2051.00	1.C.4.b	Stress Tolerance	IM	4.38	17	0.20	3.96	4.80	N	06/2008	Incumbent
29-2051.00	1.C.4.c	Adaptability/Flexibility	IM	4.09	17	0.13	3.82	4.37	N	06/2008	Incumbent
29-2051.00	1.C.5.a	Dependability	IM	4.67	17	0.17	4.31	5.00	N	06/2008	Incumbent
29-2051.00	1.C.5.b	Attention to Detail	IM	4.48	17	0.23	3.99	4.98	N	06/2008	Incumbent
29-2051.00	1.C.5.c	Integrity	IM	4.39	17	0.13	4.12	4.66	N	06/2008	Incumbent
29-2051.00	1.C.6	Independence	IM	4.27	17	0.18	3.88	4.66	N	06/2008	Incumbent
29-2051.00	1.C.7.a	Innovation	IM	3.94	17	0.21	3.49	4.39	N	06/2008	Incumbent
29-2051.00	1.C.7.b	Analytical Thinking	IM	3.98	17	0.21	3.53	4.42	N	06/2008	Incumbent
29-2052.00	1.C.1.a	Achievement/Effort	IM	3.56	29	0.23	3.08	4.04	N	06/2009	Incumbent
29-2052.00	1.C.1.b	Persistence	IM	3.39	29	0.20	2.98	3.80	N	06/2009	Incumbent
29-2052.00	1.C.1.c	Initiative	IM	3.69	29	0.14	3.40	3.98	N	06/2009	Incumbent
29-2052.00	1.C.2.b	Leadership	IM	3.30	29	0.25	2.79	3.81	N	06/2009	Incumbent
29-2052.00	1.C.3.a	Cooperation	IM	4.29	29	0.15	3.98	4.60	N	06/2009	Incumbent
29-2052.00	1.C.3.b	Concern for Others	IM	4.26	29	0.21	3.82	4.70	N	06/2009	Incumbent
29-2052.00	1.C.3.c	Social Orientation	IM	3.83	29	0.26	3.30	4.35	N	06/2009	Incumbent
29-2052.00	1.C.4.a	Self Control	IM	4.29	29	0.21	3.86	4.72	N	06/2009	Incumbent
29-2052.00	1.C.4.b	Stress Tolerance	IM	4.07	29	0.14	3.78	4.37	N	06/2009	Incumbent
29-2052.00	1.C.4.c	Adaptability/Flexibility	IM	4.00	29	0.21	3.57	4.42	N	06/2009	Incumbent
29-2052.00	1.C.5.a	Dependability	IM	4.27	29	0.29	3.67	4.86	N	06/2009	Incumbent
29-2052.00	1.C.5.b	Attention to Detail	IM	4.44	29	0.21	4.01	4.86	N	06/2009	Incumbent
29-2052.00	1.C.5.c	Integrity	IM	4.32	29	0.21	3.90	4.75	N	06/2009	Incumbent
29-2052.00	1.C.6	Independence	IM	3.65	29	0.15	3.34	3.97	N	06/2009	Incumbent
29-2052.00	1.C.7.a	Innovation	IM	3.22	29	0.12	2.99	3.46	N	06/2009	Incumbent
29-2052.00	1.C.7.b	Analytical Thinking	IM	3.43	29	0.16	3.11	3.75	N	06/2009	Incumbent
29-2053.00	1.C.1.a	Achievement/Effort	IM	3.59	19	0.30	2.95	4.23	N	07/2005	Incumbent
29-2053.00	1.C.1.b	Persistence	IM	3.81	19	0.22	3.34	4.28	N	07/2005	Incumbent
29-2053.00	1.C.1.c	Initiative	IM	4.36	19	0.12	4.11	4.60	N	07/2005	Incumbent
29-2053.00	1.C.2.b	Leadership	IM	4.30	19	0.21	3.86	4.73	N	07/2005	Incumbent
29-2053.00	1.C.3.a	Cooperation	IM	4.47	19	0.12	4.21	4.73	N	07/2005	Incumbent
29-2053.00	1.C.3.b	Concern for Others	IM	4.44	19	0.25	3.91	4.97	N	07/2005	Incumbent
29-2053.00	1.C.3.c	Social Orientation	IM	4.12	19	0.21	3.68	4.56	N	07/2005	Incumbent
29-2053.00	1.C.4.a	Self Control	IM	4.34	19	0.14	4.04	4.64	N	07/2005	Incumbent
29-2053.00	1.C.4.b	Stress Tolerance	IM	4.15	19	0.23	3.66	4.63	N	07/2005	Incumbent
29-2053.00	1.C.4.c	Adaptability/Flexibility	IM	4.30	19	0.14	4.01	4.60	N	07/2005	Incumbent
29-2053.00	1.C.5.a	Dependability	IM	4.53	19	0.18	4.16	4.91	N	07/2005	Incumbent
29-2053.00	1.C.5.b	Attention to Detail	IM	4.03	19	0.25	3.51	4.56	N	07/2005	Incumbent
29-2053.00	1.C.5.c	Integrity	IM	4.15	19	0.37	3.37	4.92	N	07/2005	Incumbent
29-2053.00	1.C.6	Independence	IM	3.76	18	0.25	3.23	4.30	N	07/2005	Incumbent
29-2053.00	1.C.7.a	Innovation	IM	3.58	19	0.27	3.02	4.14	N	07/2005	Incumbent
29-2053.00	1.C.7.b	Analytical Thinking	IM	3.76	19	0.22	3.29	4.23	N	07/2005	Incumbent
29-2054.00	1.C.1.a	Achievement/Effort	IM	4.16	30	0.11	3.94	4.38	N	06/2009	Incumbent
29-2054.00	1.C.1.b	Persistence	IM	4.02	29	0.18	3.66	4.38	N	06/2009	Incumbent
29-2054.00	1.C.1.c	Initiative	IM	4.39	30	0.13	4.12	4.67	N	06/2009	Incumbent
29-2054.00	1.C.2.b	Leadership	IM	3.87	30	0.24	3.38	4.37	N	06/2009	Incumbent
29-2054.00	1.C.3.a	Cooperation	IM	4.53	29	0.11	4.32	4.75	N	06/2009	Incumbent
29-2054.00	1.C.3.b	Concern for Others	IM	4.60	29	0.08	4.42	4.77	N	06/2009	Incumbent
29-2054.00	1.C.3.c	Social Orientation	IM	4.25	29	0.17	3.90	4.60	N	06/2009	Incumbent
29-2054.00	1.C.4.a	Self Control	IM	4.73	29	0.12	4.48	4.98	N	06/2009	Incumbent
29-2054.00	1.C.4.b	Stress Tolerance	IM	4.59	29	0.13	4.32	4.85	N	06/2009	Incumbent
29-2054.00	1.C.4.c	Adaptability/Flexibility	IM	4.22	29	0.18	3.85	4.59	N	06/2009	Incumbent
29-2054.00	1.C.5.a	Dependability	IM	4.73	29	0.11	4.51	4.94	N	06/2009	Incumbent
29-2054.00	1.C.5.b	Attention to Detail	IM	4.65	29	0.14	4.38	4.93	N	06/2009	Incumbent
29-2054.00	1.C.5.c	Integrity	IM	4.70	30	0.10	4.50	4.89	N	06/2009	Incumbent
29-2054.00	1.C.6	Independence	IM	4.32	30	0.16	4.00	4.64	N	06/2009	Incumbent
29-2054.00	1.C.7.a	Innovation	IM	3.63	30	0.19	3.23	4.02	N	06/2009	Incumbent
29-2054.00	1.C.7.b	Analytical Thinking	IM	4.16	30	0.21	3.74	4.58	N	06/2009	Incumbent
29-2055.00	1.C.1.a	Achievement/Effort	IM	4.41	38	0.06	4.29	4.53	N	06/2008	Incumbent
29-2055.00	1.C.1.b	Persistence	IM	4.29	38	0.11	4.07	4.50	N	06/2008	Incumbent
29-2055.00	1.C.1.c	Initiative	IM	4.46	38	0.10	4.26	4.66	N	06/2008	Incumbent
29-2055.00	1.C.2.b	Leadership	IM	3.80	38	0.18	3.43	4.16	N	06/2008	Incumbent
29-2055.00	1.C.3.a	Cooperation	IM	4.57	37	0.07	4.42	4.71	N	06/2008	Incumbent
29-2055.00	1.C.3.b	Concern for Others	IM	4.29	37	0.07	4.14	4.44	N	06/2008	Incumbent
29-2055.00	1.C.3.c	Social Orientation	IM	4.09	37	0.14	3.81	4.38	N	06/2008	Incumbent
29-2055.00	1.C.4.a	Self Control	IM	4.64	37	0.08	4.49	4.80	N	06/2008	Incumbent
29-2055.00	1.C.4.b	Stress Tolerance	IM	4.57	37	0.12	4.33	4.81	N	06/2008	Incumbent
29-2055.00	1.C.4.c	Adaptability/Flexibility	IM	4.48	37	0.13	4.22	4.75	N	06/2008	Incumbent
29-2055.00	1.C.5.a	Dependability	IM	4.72	37	0.13	4.45	4.99	N	06/2008	Incumbent
29-2055.00	1.C.5.b	Attention to Detail	IM	4.74	37	0.08	4.57	4.91	N	06/2008	Incumbent
29-2055.00	1.C.5.c	Integrity	IM	4.64	38	0.12	4.39	4.88	N	06/2008	Incumbent
29-2055.00	1.C.6	Independence	IM	4.35	38	0.13	4.08	4.61	N	06/2008	Incumbent
29-2055.00	1.C.7.a	Innovation	IM	3.91	38	0.17	3.57	4.25	N	06/2008	Incumbent
29-2055.00	1.C.7.b	Analytical Thinking	IM	3.79	38	0.20	3.39	4.20	N	06/2008	Incumbent
29-2056.00	1.C.1.a	Achievement/Effort	IM	3.69	26	0.20	3.27	4.11	N	06/2009	Incumbent
29-2056.00	1.C.1.b	Persistence	IM	3.89	26	0.16	3.57	4.21	N	06/2009	Incumbent
29-2056.00	1.C.1.c	Initiative	IM	4.39	26	0.10	4.18	4.60	N	06/2009	Incumbent
29-2056.00	1.C.2.b	Leadership	IM	3.44	26	0.25	2.92	3.95	N	06/2009	Incumbent
29-2056.00	1.C.3.a	Cooperation	IM	4.53	26	0.14	4.24	4.83	N	06/2009	Incumbent
29-2056.00	1.C.3.b	Concern for Others	IM	4.25	26	0.25	3.75	4.76	N	06/2009	Incumbent
29-2056.00	1.C.3.c	Social Orientation	IM	4.21	26	0.10	4.01	4.41	N	06/2009	Incumbent
29-2056.00	1.C.4.a	Self Control	IM	4.63	26	0.14	4.35	4.91	N	06/2009	Incumbent
29-2056.00	1.C.4.b	Stress Tolerance	IM	4.59	26	0.17	4.23	4.94	N	06/2009	Incumbent
29-2056.00	1.C.4.c	Adaptability/Flexibility	IM	3.95	26	0.15	3.64	4.26	N	06/2009	Incumbent
29-2056.00	1.C.5.a	Dependability	IM	4.85	26	0.07	4.71	4.99	N	06/2009	Incumbent
29-2056.00	1.C.5.b	Attention to Detail	IM	4.78	26	0.07	4.63	4.93	N	06/2009	Incumbent
29-2056.00	1.C.5.c	Integrity	IM	4.89	26	0.08	4.71	5.00	N	06/2009	Incumbent
29-2056.00	1.C.6	Independence	IM	3.55	26	0.20	3.13	3.98	N	06/2009	Incumbent
29-2056.00	1.C.7.a	Innovation	IM	2.95	26	0.25	2.44	3.47	N	06/2009	Incumbent
29-2056.00	1.C.7.b	Analytical Thinking	IM	3.72	26	0.17	3.37	4.07	N	06/2009	Incumbent
29-2061.00	1.C.1.a	Achievement/Effort	IM	4.16	45	0.13	3.89	4.42	N	06/2008	Incumbent
29-2061.00	1.C.1.b	Persistence	IM	4.00	45	0.18	3.64	4.36	N	06/2008	Incumbent
29-2061.00	1.C.1.c	Initiative	IM	4.49	45	0.10	4.29	4.70	N	06/2008	Incumbent
29-2061.00	1.C.2.b	Leadership	IM	4.27	45	0.14	3.99	4.54	N	06/2008	Incumbent
29-2061.00	1.C.3.a	Cooperation	IM	4.59	44	0.11	4.37	4.80	N	06/2008	Incumbent
29-2061.00	1.C.3.b	Concern for Others	IM	4.78	44	0.06	4.66	4.90	N	06/2008	Incumbent
29-2061.00	1.C.3.c	Social Orientation	IM	4.58	44	0.09	4.40	4.75	N	06/2008	Incumbent
29-2061.00	1.C.4.a	Self Control	IM	4.81	44	0.06	4.68	4.94	N	06/2008	Incumbent
29-2061.00	1.C.4.b	Stress Tolerance	IM	4.58	44	0.08	4.41	4.75	N	06/2008	Incumbent
29-2061.00	1.C.4.c	Adaptability/Flexibility	IM	4.36	44	0.12	4.12	4.61	N	06/2008	Incumbent
29-2061.00	1.C.5.a	Dependability	IM	4.89	44	0.05	4.79	4.99	N	06/2008	Incumbent
29-2061.00	1.C.5.b	Attention to Detail	IM	4.85	44	0.06	4.74	4.96	N	06/2008	Incumbent
29-2061.00	1.C.5.c	Integrity	IM	4.87	45	0.05	4.76	4.98	N	06/2008	Incumbent
29-2061.00	1.C.6	Independence	IM	4.39	45	0.12	4.15	4.63	N	06/2008	Incumbent
29-2061.00	1.C.7.a	Innovation	IM	3.74	45	0.13	3.48	3.99	N	06/2008	Incumbent
29-2061.00	1.C.7.b	Analytical Thinking	IM	4.29	45	0.08	4.13	4.46	N	06/2008	Incumbent
29-2071.00	1.C.1.a	Achievement/Effort	IM	3.59	37	0.27	3.04	4.14	N	06/2008	Incumbent
29-2071.00	1.C.1.b	Persistence	IM	3.82	37	0.25	3.32	4.33	N	06/2008	Incumbent
29-2071.00	1.C.1.c	Initiative	IM	4.00	37	0.16	3.67	4.32	N	06/2008	Incumbent
29-2071.00	1.C.2.b	Leadership	IM	3.23	37	0.29	2.65	3.82	N	06/2008	Incumbent
29-2071.00	1.C.3.a	Cooperation	IM	4.28	38	0.17	3.95	4.62	N	06/2008	Incumbent
29-2071.00	1.C.3.b	Concern for Others	IM	4.06	37	0.18	3.70	4.43	N	06/2008	Incumbent
29-2071.00	1.C.3.c	Social Orientation	IM	3.85	37	0.25	3.35	4.35	N	06/2008	Incumbent
29-2071.00	1.C.4.a	Self Control	IM	4.10	38	0.20	3.69	4.51	N	06/2008	Incumbent
29-2071.00	1.C.4.b	Stress Tolerance	IM	4.00	38	0.25	3.49	4.50	N	06/2008	Incumbent
29-2071.00	1.C.4.c	Adaptability/Flexibility	IM	4.22	38	0.15	3.91	4.53	N	06/2008	Incumbent
29-2071.00	1.C.5.a	Dependability	IM	4.58	38	0.11	4.35	4.80	N	06/2008	Incumbent
29-2071.00	1.C.5.b	Attention to Detail	IM	4.70	37	0.10	4.50	4.90	N	06/2008	Incumbent
29-2071.00	1.C.5.c	Integrity	IM	4.67	39	0.11	4.44	4.89	N	06/2008	Incumbent
29-2071.00	1.C.6	Independence	IM	4.48	38	0.11	4.26	4.70	N	06/2008	Incumbent
29-2071.00	1.C.7.a	Innovation	IM	3.34	38	0.26	2.82	3.87	N	06/2008	Incumbent
29-2071.00	1.C.7.b	Analytical Thinking	IM	3.49	39	0.25	3.00	3.99	N	06/2008	Incumbent
29-2081.00	1.C.1.a	Achievement/Effort	IM	3.67	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.1.b	Persistence	IM	3.53	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.1.c	Initiative	IM	3.73	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.2.b	Leadership	IM	3.47	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.3.a	Cooperation	IM	4.47	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.3.b	Concern for Others	IM	4.40	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.3.c	Social Orientation	IM	3.93	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.4.a	Self Control	IM	4.43	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.4.b	Stress Tolerance	IM	4.13	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.4.c	Adaptability/Flexibility	IM	3.83	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.5.a	Dependability	IM	4.53	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.5.b	Attention to Detail	IM	4.60	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.5.c	Integrity	IM	4.50	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.6	Independence	IM	3.60	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.7.a	Innovation	IM	3.37	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2081.00	1.C.7.b	Analytical Thinking	IM	3.87	30	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2091.00	1.C.1.a	Achievement/Effort	IM	4.17	25	0.13	3.89	4.44	N	06/2006	Incumbent
29-2091.00	1.C.1.b	Persistence	IM	4.24	25	0.17	3.88	4.60	N	06/2006	Incumbent
29-2091.00	1.C.1.c	Initiative	IM	4.34	25	0.12	4.09	4.59	N	06/2006	Incumbent
29-2091.00	1.C.2.b	Leadership	IM	4.07	25	0.15	3.75	4.39	N	06/2006	Incumbent
29-2091.00	1.C.3.a	Cooperation	IM	4.39	24	0.13	4.11	4.66	N	06/2006	Incumbent
29-2091.00	1.C.3.b	Concern for Others	IM	4.80	24	0.11	4.58	5.00	N	06/2006	Incumbent
29-2091.00	1.C.3.c	Social Orientation	IM	3.76	24	0.21	3.32	4.19	N	06/2006	Incumbent
29-2091.00	1.C.4.a	Self Control	IM	4.64	24	0.15	4.33	4.94	N	06/2006	Incumbent
29-2091.00	1.C.4.b	Stress Tolerance	IM	4.17	24	0.14	3.88	4.47	N	06/2006	Incumbent
29-2091.00	1.C.4.c	Adaptability/Flexibility	IM	4.04	24	0.21	3.61	4.46	N	06/2006	Incumbent
29-2091.00	1.C.5.a	Dependability	IM	4.77	24	0.10	4.56	4.97	N	06/2006	Incumbent
29-2091.00	1.C.5.b	Attention to Detail	IM	4.90	24	0.06	4.77	5.00	N	06/2006	Incumbent
29-2091.00	1.C.5.c	Integrity	IM	4.84	25	0.09	4.66	5.00	N	06/2006	Incumbent
29-2091.00	1.C.6	Independence	IM	4.16	25	0.13	3.89	4.43	N	06/2006	Incumbent
29-2091.00	1.C.7.a	Innovation	IM	4.50	25	0.13	4.24	4.76	N	06/2006	Incumbent
29-2091.00	1.C.7.b	Analytical Thinking	IM	4.26	25	0.19	3.88	4.65	N	06/2006	Incumbent
29-2099.04	1.C.1.a	Achievement/Effort	IM	4.03	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.1.b	Persistence	IM	4.10	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.1.c	Initiative	IM	4.42	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.2.b	Leadership	IM	4.23	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.3.a	Cooperation	IM	4.55	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.3.b	Concern for Others	IM	4.77	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.3.c	Social Orientation	IM	4.32	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.4.a	Self Control	IM	4.68	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.4.b	Stress Tolerance	IM	4.71	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.4.c	Adaptability/Flexibility	IM	4.55	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.5.a	Dependability	IM	5.00	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.5.b	Attention to Detail	IM	4.74	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.5.c	Integrity	IM	4.94	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.6	Independence	IM	4.35	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.7.a	Innovation	IM	3.61	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2099.04	1.C.7.b	Analytical Thinking	IM	4.00	31	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-9011.00	1.C.1.a	Achievement/Effort	IM	3.90	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.1.b	Persistence	IM	4.16	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.1.c	Initiative	IM	4.26	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.2.b	Leadership	IM	3.90	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.3.a	Cooperation	IM	4.10	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.3.b	Concern for Others	IM	4.06	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.3.c	Social Orientation	IM	3.65	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.4.a	Self Control	IM	4.00	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.4.b	Stress Tolerance	IM	3.94	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.4.c	Adaptability/Flexibility	IM	4.03	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.5.a	Dependability	IM	4.48	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.5.b	Attention to Detail	IM	4.35	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.5.c	Integrity	IM	4.71	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.6	Independence	IM	3.97	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.7.a	Innovation	IM	3.58	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9011.00	1.C.7.b	Analytical Thinking	IM	4.26	31	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.1.a	Achievement/Effort	IM	3.88	24	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.1.b	Persistence	IM	4.00	24	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.1.c	Initiative	IM	4.29	24	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.2.b	Leadership	IM	4.08	24	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.3.a	Cooperation	IM	4.28	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.3.b	Concern for Others	IM	4.36	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.3.c	Social Orientation	IM	3.72	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.4.a	Self Control	IM	4.08	24	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.4.b	Stress Tolerance	IM	4.04	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.4.c	Adaptability/Flexibility	IM	4.20	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.5.a	Dependability	IM	4.56	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.5.b	Attention to Detail	IM	4.16	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.5.c	Integrity	IM	4.56	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.6	Independence	IM	3.76	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.7.a	Innovation	IM	3.72	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9012.00	1.C.7.b	Analytical Thinking	IM	4.20	25	n/a	n/a	n/a	n/a	12/2006	Occupational Expert
29-9091.00	1.C.1.a	Achievement/Effort	IM	3.55	22	0.29	2.94	4.17	N	12/2004	Incumbent
29-9091.00	1.C.1.b	Persistence	IM	4.03	22	0.26	3.49	4.57	N	12/2004	Incumbent
29-9091.00	1.C.1.c	Initiative	IM	4.38	22	0.17	4.02	4.73	N	12/2004	Incumbent
