series_id                     	seasonal	sector_code	industry_code	measure_code	duration_code	base_year	type_code	area_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
IPUHN445310U110000000         	U	H	N445310	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 445310, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN445310U111000000         	U	H	N445310	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 445310, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN445310U120000000         	U	H	N445310	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 445310, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN445310U121000000         	U	H	N445310	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 445310, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN445310W000000000         	U	H	N445310	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 445310, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN445310W001000000         	U	H	N445310	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 445310, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN445310W010000000         	U	H	N445310	W01	0	2007	I	000000	Annual index of employment (2007=100) for NAICS 445310, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN445310W011000000         	U	H	N445310	W01	1	-	R	000000	Annual percent change of employment for NAICS 445310, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN445310W200000000         	U	H	N445310	W20	0	-	E	000000	Annual employment (thousands) for NAICS 445310, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN445310W201000000         	U	H	N445310	W20	1	-	R	000000	Annual percent change of employment for NAICS 445310, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_L000000000         	U	H	N44531_	L00	0	2007	I	000000	Annual index of labor productivity (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_L001000000         	U	H	N44531_	L00	1	-	R	000000	Annual percent change of labor productivity for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_L010000000         	U	H	N44531_	L01	0	2007	I	000000	Annual index of hours worked (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_L011000000         	U	H	N44531_	L01	1	-	R	000000	Annual percent change of hours worked for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_L020000000         	U	H	N44531_	L02	0	-	Y	000000	Annual labor compensation (million $) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_L021000000         	U	H	N44531_	L02	1	-	R	000000	Annual percent change of labor compensation for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_L200000000         	U	H	N44531_	L20	0	-	H	000000	Annual hours worked (millions) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_L201000000         	U	H	N44531_	L20	1	-	R	000000	Annual percent change of hours worked for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_T010000000         	U	H	N44531_	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_T011000000         	U	H	N44531_	T01	1	-	R	000000	Annual percent change of output for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_T050000000         	U	H	N44531_	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_T051000000         	U	H	N44531_	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_T300000000         	U	H	N44531_	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_T301000000         	U	H	N44531_	T30	1	-	R	000000	Annual percent change of value of production for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_U100000000         	U	H	N44531_	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_U101000000         	U	H	N44531_	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_U110000000         	U	H	N44531_	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_U111000000         	U	H	N44531_	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_U120000000         	U	H	N44531_	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_U121000000         	U	H	N44531_	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_W000000000         	U	H	N44531_	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_W001000000         	U	H	N44531_	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_W010000000         	U	H	N44531_	W01	0	2007	I	000000	Annual index of employment (2007=100) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_W011000000         	U	H	N44531_	W01	1	-	R	000000	Annual percent change of employment for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN44531_W200000000         	U	H	N44531_	W20	0	-	E	000000	Annual employment (thousands) for NAICS 44531, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN44531_W201000000         	U	H	N44531_	W20	1	-	R	000000	Annual percent change of employment for NAICS 44531, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__L000000000         	U	H	N4453__	L00	0	2007	I	000000	Annual index of labor productivity (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__L001000000         	U	H	N4453__	L00	1	-	R	000000	Annual percent change of labor productivity for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__L010000000         	U	H	N4453__	L01	0	2007	I	000000	Annual index of hours worked (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__L011000000         	U	H	N4453__	L01	1	-	R	000000	Annual percent change of hours worked for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__L020000000         	U	H	N4453__	L02	0	-	Y	000000	Annual labor compensation (million $) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__L021000000         	U	H	N4453__	L02	1	-	R	000000	Annual percent change of labor compensation for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__L200000000         	U	H	N4453__	L20	0	-	H	000000	Annual hours worked (millions) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__L201000000         	U	H	N4453__	L20	1	-	R	000000	Annual percent change of hours worked for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__T010000000         	U	H	N4453__	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__T011000000         	U	H	N4453__	T01	1	-	R	000000	Annual percent change of output for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__T050000000         	U	H	N4453__	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__T051000000         	U	H	N4453__	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__T300000000         	U	H	N4453__	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__T301000000         	U	H	N4453__	T30	1	-	R	000000	Annual percent change of value of production for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__U100000000         	U	H	N4453__	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__U101000000         	U	H	N4453__	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__U110000000         	U	H	N4453__	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__U111000000         	U	H	N4453__	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__U120000000         	U	H	N4453__	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__U121000000         	U	H	N4453__	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__W000000000         	U	H	N4453__	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__W001000000         	U	H	N4453__	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__W010000000         	U	H	N4453__	W01	0	2007	I	000000	Annual index of employment (2007=100) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__W011000000         	U	H	N4453__	W01	1	-	R	000000	Annual percent change of employment for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN4453__W200000000         	U	H	N4453__	W20	0	-	E	000000	Annual employment (thousands) for NAICS 4453, beer, wine, and liquor stores, U.S. total		1987	A01	2019	A01
IPUHN4453__W201000000         	U	H	N4453__	W20	1	-	R	000000	Annual percent change of employment for NAICS 4453, beer, wine, and liquor stores, U.S. total		1988	A01	2019	A01
IPUHN445___L000000000         	U	H	N445___	L00	0	2007	I	000000	Annual index of labor productivity (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___L001000000         	U	H	N445___	L00	1	-	R	000000	Annual percent change of labor productivity for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___L010000000         	U	H	N445___	L01	0	2007	I	000000	Annual index of hours worked (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___L011000000         	U	H	N445___	L01	1	-	R	000000	Annual percent change of hours worked for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___L020000000         	U	H	N445___	L02	0	-	Y	000000	Annual labor compensation (million $) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___L021000000         	U	H	N445___	L02	1	-	R	000000	Annual percent change of labor compensation for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___L200000000         	U	H	N445___	L20	0	-	H	000000	Annual hours worked (millions) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___L201000000         	U	H	N445___	L20	1	-	R	000000	Annual percent change of hours worked for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___T010000000         	U	H	N445___	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___T011000000         	U	H	N445___	T01	1	-	R	000000	Annual percent change of output for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___T050000000         	U	H	N445___	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___T051000000         	U	H	N445___	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___T300000000         	U	H	N445___	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___T301000000         	U	H	N445___	T30	1	-	R	000000	Annual percent change of value of production for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___U100000000         	U	H	N445___	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___U101000000         	U	H	N445___	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___U110000000         	U	H	N445___	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___U111000000         	U	H	N445___	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___U120000000         	U	H	N445___	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___U121000000         	U	H	N445___	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___W000000000         	U	H	N445___	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___W001000000         	U	H	N445___	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___W010000000         	U	H	N445___	W01	0	2007	I	000000	Annual index of employment (2007=100) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___W011000000         	U	H	N445___	W01	1	-	R	000000	Annual percent change of employment for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN445___W200000000         	U	H	N445___	W20	0	-	E	000000	Annual employment (thousands) for NAICS 445, food and beverage stores, U.S. total		1987	A01	2019	A01
IPUHN445___W201000000         	U	H	N445___	W20	1	-	R	000000	Annual percent change of employment for NAICS 445, food and beverage stores, U.S. total		1988	A01	2019	A01
IPUHN446110L000000000         	U	H	N446110	L00	0	2007	I	000000	Annual index of labor productivity (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110L001000000         	U	H	N446110	L00	1	-	R	000000	Annual percent change of labor productivity for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110L010000000         	U	H	N446110	L01	0	2007	I	000000	Annual index of hours worked (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110L011000000         	U	H	N446110	L01	1	-	R	000000	Annual percent change of hours worked for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110L020000000         	U	H	N446110	L02	0	-	Y	000000	Annual labor compensation (million $) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110L021000000         	U	H	N446110	L02	1	-	R	000000	Annual percent change of labor compensation for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110L200000000         	U	H	N446110	L20	0	-	H	000000	Annual hours worked (millions) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110L201000000         	U	H	N446110	L20	1	-	R	000000	Annual percent change of hours worked for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110T010000000         	U	H	N446110	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110T011000000         	U	H	N446110	T01	1	-	R	000000	Annual percent change of output for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110T050000000         	U	H	N446110	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110T051000000         	U	H	N446110	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110T300000000         	U	H	N446110	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110T301000000         	U	H	N446110	T30	1	-	R	000000	Annual percent change of value of production for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110U100000000         	U	H	N446110	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110U101000000         	U	H	N446110	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110U110000000         	U	H	N446110	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110U111000000         	U	H	N446110	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110U120000000         	U	H	N446110	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110U121000000         	U	H	N446110	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110W000000000         	U	H	N446110	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110W001000000         	U	H	N446110	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110W010000000         	U	H	N446110	W01	0	2007	I	000000	Annual index of employment (2007=100) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110W011000000         	U	H	N446110	W01	1	-	R	000000	Annual percent change of employment for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446110W200000000         	U	H	N446110	W20	0	-	E	000000	Annual employment (thousands) for NAICS 446110, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN446110W201000000         	U	H	N446110	W20	1	-	R	000000	Annual percent change of employment for NAICS 446110, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_L000000000         	U	H	N44611_	L00	0	2007	I	000000	Annual index of labor productivity (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_L001000000         	U	H	N44611_	L00	1	-	R	000000	Annual percent change of labor productivity for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_L010000000         	U	H	N44611_	L01	0	2007	I	000000	Annual index of hours worked (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_L011000000         	U	H	N44611_	L01	1	-	R	000000	Annual percent change of hours worked for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_L020000000         	U	H	N44611_	L02	0	-	Y	000000	Annual labor compensation (million $) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_L021000000         	U	H	N44611_	L02	1	-	R	000000	Annual percent change of labor compensation for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_L200000000         	U	H	N44611_	L20	0	-	H	000000	Annual hours worked (millions) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_L201000000         	U	H	N44611_	L20	1	-	R	000000	Annual percent change of hours worked for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_T010000000         	U	H	N44611_	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_T011000000         	U	H	N44611_	T01	1	-	R	000000	Annual percent change of output for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_T050000000         	U	H	N44611_	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_T051000000         	U	H	N44611_	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_T300000000         	U	H	N44611_	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_T301000000         	U	H	N44611_	T30	1	-	R	000000	Annual percent change of value of production for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_U100000000         	U	H	N44611_	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_U101000000         	U	H	N44611_	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_U110000000         	U	H	N44611_	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_U111000000         	U	H	N44611_	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_U120000000         	U	H	N44611_	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_U121000000         	U	H	N44611_	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_W000000000         	U	H	N44611_	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_W001000000         	U	H	N44611_	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_W010000000         	U	H	N44611_	W01	0	2007	I	000000	Annual index of employment (2007=100) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_W011000000         	U	H	N44611_	W01	1	-	R	000000	Annual percent change of employment for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN44611_W200000000         	U	H	N44611_	W20	0	-	E	000000	Annual employment (thousands) for NAICS 44611, pharmacies and drug stores, U.S. total		1987	A01	2019	A01
IPUHN44611_W201000000         	U	H	N44611_	W20	1	-	R	000000	Annual percent change of employment for NAICS 44611, pharmacies and drug stores, U.S. total		1988	A01	2019	A01
IPUHN446120L000000000         	U	H	N446120	L00	0	2007	I	000000	Annual index of labor productivity (2007=100) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120L001000000         	U	H	N446120	L00	1	-	R	000000	Annual percent change of labor productivity for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120L010000000         	U	H	N446120	L01	0	2007	I	000000	Annual index of hours worked (2007=100) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120L011000000         	U	H	N446120	L01	1	-	R	000000	Annual percent change of hours worked for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120L020000000         	U	H	N446120	L02	0	-	Y	000000	Annual labor compensation (million $) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120L021000000         	U	H	N446120	L02	1	-	R	000000	Annual percent change of labor compensation for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120L200000000         	U	H	N446120	L20	0	-	H	000000	Annual hours worked (millions) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120L201000000         	U	H	N446120	L20	1	-	R	000000	Annual percent change of hours worked for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120T010000000         	U	H	N446120	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120T011000000         	U	H	N446120	T01	1	-	R	000000	Annual percent change of output for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120T050000000         	U	H	N446120	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120T051000000         	U	H	N446120	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120T300000000         	U	H	N446120	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120T301000000         	U	H	N446120	T30	1	-	R	000000	Annual percent change of value of production for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120U100000000         	U	H	N446120	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120U101000000         	U	H	N446120	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120U110000000         	U	H	N446120	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120U111000000         	U	H	N446120	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120U120000000         	U	H	N446120	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
IPUHN446120U121000000         	U	H	N446120	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1988	A01	2019	A01
IPUHN446120W000000000         	U	H	N446120	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 446120, cosmetics, beauty supplies, and perfume stores, U.S. total		1987	A01	2019	A01
