O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
41-9011.00	1.B.1.g	First Interest High-Point	IH	5	3/2002	Legacy Analyst
41-9011.00	1.B.1.h	Second Interest High-Point	IH	4	3/2002	Legacy Analyst
41-9011.00	1.B.1.i	Third Interest High-Point	IH	1	3/2002	Legacy Analyst
41-9012.00	1.B.1.a	Realistic	OI	3	3/2002	Legacy Analyst
41-9012.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
41-9012.00	1.B.1.c	Artistic	OI	6	3/2002	Legacy Analyst
41-9012.00	1.B.1.d	Social	OI	4	3/2002	Legacy Analyst
41-9012.00	1.B.1.e	Enterprising	OI	5	3/2002	Legacy Analyst
41-9012.00	1.B.1.f	Conventional	OI	2.66	3/2002	Legacy Analyst
41-9012.00	1.B.1.g	First Interest High-Point	IH	3	3/2002	Legacy Analyst
41-9012.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
41-9012.00	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
41-9022.00	1.B.1.a	Realistic	OI	3.66	3/2002	Legacy Analyst
41-9022.00	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
41-9022.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
41-9022.00	1.B.1.d	Social	OI	5	3/2002	Legacy Analyst
41-9022.00	1.B.1.e	Enterprising	OI	6.66	3/2002	Legacy Analyst
41-9022.00	1.B.1.f	Conventional	OI	5	3/2002	Legacy Analyst
41-9022.00	1.B.1.g	First Interest High-Point	IH	5	3/2002	Legacy Analyst
41-9022.00	1.B.1.h	Second Interest High-Point	IH	4	3/2002	Legacy Analyst
41-9022.00	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
41-9031.00	1.B.1.a	Realistic	OI	4.66	3/2002	Legacy Analyst
41-9031.00	1.B.1.b	Investigative	OI	4.33	3/2002	Legacy Analyst
41-9031.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
41-9031.00	1.B.1.d	Social	OI	3.66	3/2002	Legacy Analyst
41-9031.00	1.B.1.e	Enterprising	OI	6.33	3/2002	Legacy Analyst
41-9031.00	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
41-9031.00	1.B.1.g	First Interest High-Point	IH	5	3/2002	Legacy Analyst
41-9031.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
41-9031.00	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
41-9041.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
41-9041.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
41-9041.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
41-9041.00	1.B.1.d	Social	OI	4.33	3/2002	Legacy Analyst
41-9041.00	1.B.1.e	Enterprising	OI	6.33	3/2002	Legacy Analyst
41-9041.00	1.B.1.f	Conventional	OI	5.33	3/2002	Legacy Analyst
41-9041.00	1.B.1.g	First Interest High-Point	IH	5	3/2002	Legacy Analyst
41-9041.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
41-9041.00	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
41-9091.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
41-9091.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
41-9091.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
41-9091.00	1.B.1.d	Social	OI	4.33	3/2002	Legacy Analyst
41-9091.00	1.B.1.e	Enterprising	OI	6.33	3/2002	Legacy Analyst
41-9091.00	1.B.1.f	Conventional	OI	5.33	3/2002	Legacy Analyst
41-9091.00	1.B.1.g	First Interest High-Point	IH	5	3/2002	Legacy Analyst
41-9091.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
41-9091.00	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-1011.01	1.B.1.a	Realistic	OI	3	3/2002	Legacy Analyst
43-1011.01	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
43-1011.01	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
43-1011.01	1.B.1.d	Social	OI	4.66	3/2002	Legacy Analyst
43-1011.01	1.B.1.e	Enterprising	OI	6.66	3/2002	Legacy Analyst
43-1011.01	1.B.1.f	Conventional	OI	4.66	3/2002	Legacy Analyst
43-1011.01	1.B.1.g	First Interest High-Point	IH	5	3/2002	Legacy Analyst
43-1011.01	1.B.1.h	Second Interest High-Point	IH	4	3/2002	Legacy Analyst
43-1011.01	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
43-1011.02	1.B.1.a	Realistic	OI	3	3/2002	Legacy Analyst
43-1011.02	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
43-1011.02	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
43-1011.02	1.B.1.d	Social	OI	4	3/2002	Legacy Analyst
43-1011.02	1.B.1.e	Enterprising	OI	6.33	3/2002	Legacy Analyst
43-1011.02	1.B.1.f	Conventional	OI	5	3/2002	Legacy Analyst
43-1011.02	1.B.1.g	First Interest High-Point	IH	5	3/2002	Legacy Analyst
43-1011.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
43-1011.02	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-2011.00	1.B.1.a	Realistic	OI	4.66	3/2002	Legacy Analyst
43-2011.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
43-2011.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-2011.00	1.B.1.d	Social	OI	4	3/2002	Legacy Analyst
43-2011.00	1.B.1.e	Enterprising	OI	3.66	3/2002	Legacy Analyst
43-2011.00	1.B.1.f	Conventional	OI	5.66	3/2002	Legacy Analyst
43-2011.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-2011.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
43-2011.00	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-2021.01	1.B.1.a	Realistic	OI	4.33	3/2002	Legacy Analyst
43-2021.01	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
43-2021.01	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-2021.01	1.B.1.d	Social	OI	4	3/2002	Legacy Analyst
43-2021.01	1.B.1.e	Enterprising	OI	3.66	3/2002	Legacy Analyst
43-2021.01	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
43-2021.01	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-2021.01	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
43-2021.01	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-2021.02	1.B.1.a	Realistic	OI	4.33	3/2002	Legacy Analyst
43-2021.02	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
43-2021.02	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-2021.02	1.B.1.d	Social	OI	4	3/2002	Legacy Analyst
43-2021.02	1.B.1.e	Enterprising	OI	3.66	3/2002	Legacy Analyst
43-2021.02	1.B.1.f	Conventional	OI	5.66	3/2002	Legacy Analyst
43-2021.02	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-2021.02	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
43-2021.02	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-3011.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-3011.00	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-3011.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-3011.00	1.B.1.d	Social	OI	3.33	3/2002	Legacy Analyst
43-3011.00	1.B.1.e	Enterprising	OI	5	3/2002	Legacy Analyst
43-3011.00	1.B.1.f	Conventional	OI	6.33	3/2002	Legacy Analyst
43-3011.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-3011.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-3011.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-3021.01	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-3021.01	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
43-3021.01	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-3021.01	1.B.1.d	Social	OI	3.66	3/2002	Legacy Analyst
43-3021.01	1.B.1.e	Enterprising	OI	4	3/2002	Legacy Analyst
43-3021.01	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-3021.01	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-3021.01	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-3021.01	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-3021.02	1.B.1.a	Realistic	OI	3.33	3/2002	Legacy Analyst
43-3021.02	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-3021.02	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-3021.02	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
43-3021.02	1.B.1.e	Enterprising	OI	4	3/2002	Legacy Analyst
43-3021.02	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-3021.02	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-3021.02	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-3021.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-3021.03	1.B.1.a	Realistic	OI	4.66	3/2002	Legacy Analyst
43-3021.03	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
43-3021.03	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-3021.03	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
43-3021.03	1.B.1.e	Enterprising	OI	3	3/2002	Legacy Analyst
43-3021.03	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-3021.03	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-3021.03	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
43-3021.03	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-3031.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-3031.00	1.B.1.b	Investigative	OI	3	3/2002	Legacy Analyst
43-3031.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-3031.00	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
43-3031.00	1.B.1.e	Enterprising	OI	3.66	3/2002	Legacy Analyst
43-3031.00	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-3031.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-3031.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-3031.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-3051.00	1.B.1.a	Realistic	OI	3.33	3/2002	Legacy Analyst
43-3051.00	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-3051.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-3051.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
43-3051.00	1.B.1.e	Enterprising	OI	4	3/2002	Legacy Analyst
43-3051.00	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-3051.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-3051.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-3051.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-3061.00	1.B.1.a	Realistic	OI	3	3/2002	Legacy Analyst
43-3061.00	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
43-3061.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-3061.00	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
43-3061.00	1.B.1.e	Enterprising	OI	3.66	3/2002	Legacy Analyst
43-3061.00	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-3061.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-3061.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-3061.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-3071.00	1.B.1.a	Realistic	OI	3.66	3/2002	Legacy Analyst
43-3071.00	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
43-3071.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-3071.00	1.B.1.d	Social	OI	3.66	3/2002	Legacy Analyst
43-3071.00	1.B.1.e	Enterprising	OI	4.66	3/2002	Legacy Analyst
43-3071.00	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-3071.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-3071.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-3071.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4011.00	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-4011.00	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
43-4011.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-4011.00	1.B.1.d	Social	OI	3	3/2002	Legacy Analyst
43-4011.00	1.B.1.e	Enterprising	OI	4.33	3/2002	Legacy Analyst
43-4011.00	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-4011.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4011.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4011.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4021.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-4021.00	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-4021.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-4021.00	1.B.1.d	Social	OI	3	3/2002	Legacy Analyst
43-4021.00	1.B.1.e	Enterprising	OI	4	3/2002	Legacy Analyst
43-4021.00	1.B.1.f	Conventional	OI	6.33	3/2002	Legacy Analyst
43-4021.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4021.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4021.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4031.01	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-4031.01	1.B.1.b	Investigative	OI	3	3/2002	Legacy Analyst
43-4031.01	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4031.01	1.B.1.d	Social	OI	3.66	3/2002	Legacy Analyst
43-4031.01	1.B.1.e	Enterprising	OI	4.33	3/2002	Legacy Analyst
43-4031.01	1.B.1.f	Conventional	OI	6.33	3/2002	Legacy Analyst
43-4031.01	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4031.01	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4031.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4031.02	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-4031.02	1.B.1.b	Investigative	OI	3.33	3/2002	Legacy Analyst
43-4031.02	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4031.02	1.B.1.d	Social	OI	3.66	3/2002	Legacy Analyst
43-4031.02	1.B.1.e	Enterprising	OI	4.33	3/2002	Legacy Analyst
43-4031.02	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-4031.02	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4031.02	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4031.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4031.03	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-4031.03	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-4031.03	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4031.03	1.B.1.d	Social	OI	3	3/2002	Legacy Analyst
43-4031.03	1.B.1.e	Enterprising	OI	4.33	3/2002	Legacy Analyst
43-4031.03	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-4031.03	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4031.03	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4031.03	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4041.01	1.B.1.a	Realistic	OI	3	3/2002	Legacy Analyst
43-4041.01	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-4041.01	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4041.01	1.B.1.d	Social	OI	3	3/2002	Legacy Analyst
43-4041.01	1.B.1.e	Enterprising	OI	4.66	3/2002	Legacy Analyst
43-4041.01	1.B.1.f	Conventional	OI	6.33	3/2002	Legacy Analyst
43-4041.01	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4041.01	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4041.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4041.02	1.B.1.a	Realistic	OI	3	3/2002	Legacy Analyst
43-4041.02	1.B.1.b	Investigative	OI	3	3/2002	Legacy Analyst
43-4041.02	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4041.02	1.B.1.d	Social	OI	3.33	3/2002	Legacy Analyst
43-4041.02	1.B.1.e	Enterprising	OI	5.33	3/2002	Legacy Analyst
43-4041.02	1.B.1.f	Conventional	OI	6.33	3/2002	Legacy Analyst
43-4041.02	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4041.02	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4041.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4051.01	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-4051.01	1.B.1.b	Investigative	OI	3	3/2002	Legacy Analyst
43-4051.01	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4051.01	1.B.1.d	Social	OI	4.66	3/2002	Legacy Analyst
43-4051.01	1.B.1.e	Enterprising	OI	5	3/2002	Legacy Analyst
43-4051.01	1.B.1.f	Conventional	OI	6.33	3/2002	Legacy Analyst
43-4051.01	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4051.01	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4051.01	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-4051.02	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-4051.02	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-4051.02	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4051.02	1.B.1.d	Social	OI	4.33	3/2002	Legacy Analyst
43-4051.02	1.B.1.e	Enterprising	OI	4.66	3/2002	Legacy Analyst
43-4051.02	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
43-4051.02	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4051.02	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4051.02	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-4061.01	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-4061.01	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-4061.01	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4061.01	1.B.1.d	Social	OI	5.66	3/2002	Legacy Analyst
43-4061.01	1.B.1.e	Enterprising	OI	4.33	3/2002	Legacy Analyst
43-4061.01	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
43-4061.01	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4061.01	1.B.1.h	Second Interest High-Point	IH	4	3/2002	Legacy Analyst
43-4061.01	1.B.1.i	Third Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4061.02	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-4061.02	1.B.1.b	Investigative	OI	2.33	3/2002	Legacy Analyst
43-4061.02	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4061.02	1.B.1.d	Social	OI	5.66	3/2002	Legacy Analyst
43-4061.02	1.B.1.e	Enterprising	OI	4.33	3/2002	Legacy Analyst
43-4061.02	1.B.1.f	Conventional	OI	5.33	3/2002	Legacy Analyst
43-4061.02	1.B.1.g	First Interest High-Point	IH	4	3/2002	Legacy Analyst
43-4061.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4061.02	1.B.1.i	Third Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4071.00	1.B.1.a	Realistic	OI	3	3/2002	Legacy Analyst
43-4071.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
43-4071.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-4071.00	1.B.1.d	Social	OI	2.66	3/2002	Legacy Analyst
43-4071.00	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
43-4071.00	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-4071.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4071.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4071.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4081.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-4081.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
43-4081.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4081.00	1.B.1.d	Social	OI	4.33	3/2002	Legacy Analyst
43-4081.00	1.B.1.e	Enterprising	OI	5.33	3/2002	Legacy Analyst
43-4081.00	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
43-4081.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4081.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4081.00	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-4111.00	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-4111.00	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-4111.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4111.00	1.B.1.d	Social	OI	4.66	3/2002	Legacy Analyst
43-4111.00	1.B.1.e	Enterprising	OI	4.33	3/2002	Legacy Analyst
43-4111.00	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
43-4111.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4111.00	1.B.1.h	Second Interest High-Point	IH	4	3/2002	Legacy Analyst
43-4111.00	1.B.1.i	Third Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4121.00	1.B.1.a	Realistic	OI	4.33	3/2002	Legacy Analyst
43-4121.00	1.B.1.b	Investigative	OI	3.33	3/2002	Legacy Analyst
43-4121.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
43-4121.00	1.B.1.d	Social	OI	3.66	3/2002	Legacy Analyst
43-4121.00	1.B.1.e	Enterprising	OI	3.66	3/2002	Legacy Analyst
43-4121.00	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
43-4121.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4121.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
43-4121.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4131.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-4131.00	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-4131.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4131.00	1.B.1.d	Social	OI	3.66	3/2002	Legacy Analyst
43-4131.00	1.B.1.e	Enterprising	OI	5	3/2002	Legacy Analyst
43-4131.00	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-4131.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4131.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4131.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4141.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-4141.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
43-4141.00	1.B.1.c	Artistic	OI	1.66	3/2002	Legacy Analyst
43-4141.00	1.B.1.d	Social	OI	4.33	3/2002	Legacy Analyst
43-4141.00	1.B.1.e	Enterprising	OI	6	3/2002	Legacy Analyst
43-4141.00	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
43-4141.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4141.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4141.00	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-4151.00	1.B.1.a	Realistic	OI	2.66	3/2002	Legacy Analyst
43-4151.00	1.B.1.b	Investigative	OI	2	3/2002	Legacy Analyst
43-4151.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4151.00	1.B.1.d	Social	OI	3.33	3/2002	Legacy Analyst
43-4151.00	1.B.1.e	Enterprising	OI	4.66	3/2002	Legacy Analyst
43-4151.00	1.B.1.f	Conventional	OI	6.33	3/2002	Legacy Analyst
43-4151.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4151.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4151.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
43-4161.00	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
43-4161.00	1.B.1.b	Investigative	OI	2.66	3/2002	Legacy Analyst
43-4161.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
43-4161.00	1.B.1.d	Social	OI	4.33	3/2002	Legacy Analyst
43-4161.00	1.B.1.e	Enterprising	OI	5.33	3/2002	Legacy Analyst
43-4161.00	1.B.1.f	Conventional	OI	6.66	3/2002	Legacy Analyst
43-4161.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
43-4161.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
43-4161.00	1.B.1.i	Third Interest High-Point	IH	4	3/2002	Legacy Analyst
43-4171.00	1.B.1.a	Realistic	OI	2.33	3/2002	Legacy Analyst
