O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
29-2071.00	1.C.1.a	Achievement/Effort	IM	3.89	41	.19	3.52	4.28	N	3/2003	Incumbent
29-2071.00	1.C.1.b	Persistence	IM	3.94	41	.19	3.52	4.28	N	3/2003	Incumbent
29-2071.00	1.C.1.c	Initiative	IM	4.04	42	.18	3.64	4.36	N	3/2003	Incumbent
29-2071.00	1.C.2.b	Leadership	IM	3.32	42	.23	2.84	3.76	N	3/2003	Incumbent
29-2071.00	1.C.3.a	Cooperation	IM	4.39	42	.14	4.12	4.68	N	3/2003	Incumbent
29-2071.00	1.C.3.b	Concern for Others	IM	4.19	42	.17	3.86	4.54	N	3/2003	Incumbent
29-2071.00	1.C.3.c	Social Orientation	IM	3.79	41	.2	3.4	4.2	N	3/2003	Incumbent
29-2071.00	1.C.4.a	Self Control	IM	4.03	42	.18	3.64	4.36	N	3/2003	Incumbent
29-2071.00	1.C.4.b	Stress Tolerance	IM	4.37	42	.15	4.1	4.7	N	3/2003	Incumbent
29-2071.00	1.C.4.c	Adaptability/Flexibility	IM	4.05	42	.18	3.64	4.36	N	3/2003	Incumbent
29-2071.00	1.C.5.a	Dependability	IM	4.28	42	.16	3.98	4.62	N	3/2003	Incumbent
29-2071.00	1.C.5.b	Attention to Detail	IM	4.27	42	.16	3.98	4.62	N	3/2003	Incumbent
29-2071.00	1.C.5.c	Integrity	IM	4.3	42	.15	4	4.6	N	3/2003	Incumbent
29-2071.00	1.C.6	Independence	IM	4.12	42	.17	3.76	4.44	N	3/2003	Incumbent
29-2071.00	1.C.7.a	Innovation	IM	3.87	42	.19	3.52	4.28	N	3/2003	Incumbent
29-2071.00	1.C.7.b	Analytical Thinking	IM	3.88	42	.19	3.52	4.28	N	3/2003	Incumbent
31-9091.00	1.C.1.a	Achievement/Effort	IM	3.65	18	.32	3.02	4.38	N	3/2003	Incumbent
31-9091.00	1.C.1.b	Persistence	IM	3.51	18	.33	2.8	4.2	N	3/2003	Incumbent
31-9091.00	1.C.1.c	Initiative	IM	4.15	18	.26	3.55	4.65	N	3/2003	Incumbent
31-9091.00	1.C.2.b	Leadership	IM	3.69	18	.31	3.05	4.35	N	3/2003	Incumbent
31-9091.00	1.C.3.a	Cooperation	IM	4.47	18	.2	4.08	4.92	N	3/2003	Incumbent
31-9091.00	1.C.3.b	Concern for Others	IM	4.33	18	.23	3.81	4.79	N	3/2003	Incumbent
31-9091.00	1.C.3.c	Social Orientation	IM	4.34	18	.23	3.81	4.79	N	3/2003	Incumbent
31-9091.00	1.C.4.a	Self Control	IM	4.48	18	.22	4.04	4.96	N	3/2003	Incumbent
31-9091.00	1.C.4.b	Stress Tolerance	IM	4.1	18	.26	3.55	4.65	N	3/2003	Incumbent
31-9091.00	1.C.4.c	Adaptability/Flexibility	IM	4.11	18	.26	3.55	4.65	N	3/2003	Incumbent
31-9091.00	1.C.5.a	Dependability	IM	4.58	18	.18	4.22	4.98	N	3/2003	Incumbent
31-9091.00	1.C.5.b	Attention to Detail	IM	4.58	18	.18	4.22	4.98	N	3/2003	Incumbent
31-9091.00	1.C.5.c	Integrity	IM	4.24	18	.24	3.69	4.71	N	3/2003	Incumbent
31-9091.00	1.C.6	Independence	IM	4.02	18	.27	3.43	4.57	N	3/2003	Incumbent
31-9091.00	1.C.7.a	Innovation	IM	3.24	18	.35	2.46	3.94	N	3/2003	Incumbent
31-9091.00	1.C.7.b	Analytical Thinking	IM	3.06	18	.36	2.34	3.86	N	3/2003	Incumbent
33-1012.00	1.C.1.a	Achievement/Effort	IM	3.73	28	.23	3.23	4.17	N	3/2003	Incumbent
33-1012.00	1.C.1.b	Persistence	IM	4.01	28	.21	3.57	4.43	N	3/2003	Incumbent
33-1012.00	1.C.1.c	Initiative	IM	4.42	28	.16	4.07	4.73	N	3/2003	Incumbent
33-1012.00	1.C.2.b	Leadership	IM	4.49	28	.15	4.19	4.81	N	3/2003	Incumbent
33-1012.00	1.C.3.a	Cooperation	IM	4.25	28	.18	3.93	4.67	N	3/2003	Incumbent
33-1012.00	1.C.3.b	Concern for Others	IM	4.14	28	.19	3.71	4.49	N	3/2003	Incumbent
33-1012.00	1.C.3.c	Social Orientation	IM	3.85	28	.22	3.35	4.25	N	3/2003	Incumbent
33-1012.00	1.C.4.a	Self Control	IM	4.65	28	.12	4.35	4.85	N	3/2003	Incumbent
33-1012.00	1.C.4.b	Stress Tolerance	IM	4.85	28	.08	4.74	5	N	3/2003	Incumbent
33-1012.00	1.C.4.c	Adaptability/Flexibility	IM	4.47	28	.15	4.19	4.81	N	3/2003	Incumbent
33-1012.00	1.C.5.a	Dependability	IM	4.8	28	.09	4.62	4.98	N	3/2003	Incumbent
33-1012.00	1.C.5.b	Attention to Detail	IM	4.47	28	.15	4.19	4.81	N	3/2003	Incumbent
33-1012.00	1.C.5.c	Integrity	IM	4.92	28	.06	4.78	5	N	3/2003	Incumbent
33-1012.00	1.C.6	Independence	IM	4.23	28	.18	3.83	4.57	N	3/2003	Incumbent
33-1012.00	1.C.7.a	Innovation	IM	3.99	28	.21	3.57	4.43	N	3/2003	Incumbent
33-1012.00	1.C.7.b	Analytical Thinking	IM	4.17	28	.19	3.81	4.59	N	3/2003	Incumbent
33-3021.01	1.C.1.a	Achievement/Effort	IM	3.84	40	.19	3.42	4.18	N	3/2003	Incumbent
33-3021.01	1.C.1.b	Persistence	IM	4.11	40	.16	3.78	4.42	N	3/2003	Incumbent
33-3021.01	1.C.1.c	Initiative	IM	4.29	40	.15	4	4.6	N	3/2003	Incumbent
33-3021.01	1.C.2.b	Leadership	IM	3.84	40	.19	3.42	4.18	N	3/2003	Incumbent
33-3021.01	1.C.3.a	Cooperation	IM	4.11	40	.16	3.78	4.42	N	3/2003	Incumbent
33-3021.01	1.C.3.b	Concern for Others	IM	3.85	40	.18	3.44	4.16	N	3/2003	Incumbent
33-3021.01	1.C.3.c	Social Orientation	IM	3.35	40	.21	2.88	3.72	N	3/2003	Incumbent
33-3021.01	1.C.4.a	Self Control	IM	4.67	40	.1	4.5	4.9	N	3/2003	Incumbent
33-3021.01	1.C.4.b	Stress Tolerance	IM	4.3	40	.15	4	4.6	N	3/2003	Incumbent
33-3021.01	1.C.4.c	Adaptability/Flexibility	IM	4.28	40	.15	4	4.6	N	3/2003	Incumbent
33-3021.01	1.C.5.a	Dependability	IM	4.52	40	.12	4.26	4.74	N	3/2003	Incumbent
33-3021.01	1.C.5.b	Attention to Detail	IM	4.46	40	.13	4.24	4.76	N	3/2003	Incumbent
33-3021.01	1.C.5.c	Integrity	IM	4.87	39	.06	4.78	5	N	3/2003	Incumbent
33-3021.01	1.C.6	Independence	IM	4.02	40	.17	3.66	4.34	N	3/2003	Incumbent
33-3021.01	1.C.7.a	Innovation	IM	3.81	40	.19	3.42	4.18	N	3/2003	Incumbent
33-3021.01	1.C.7.b	Analytical Thinking	IM	4.04	40	.17	3.66	4.34	N	3/2003	Incumbent
33-3051.01	1.C.1.a	Achievement/Effort	IM	3.84	61	.15	3.5	4.1	N	3/2003	Incumbent
33-3051.01	1.C.1.b	Persistence	IM	4.04	61	.14	3.72	4.28	N	3/2003	Incumbent
33-3051.01	1.C.1.c	Initiative	IM	4.19	61	.13	3.94	4.46	N	3/2003	Incumbent
33-3051.01	1.C.2.b	Leadership	IM	4.1	61	.13	3.84	4.36	N	3/2003	Incumbent
33-3051.01	1.C.3.a	Cooperation	IM	4.14	61	.13	3.84	4.36	N	3/2003	Incumbent
33-3051.01	1.C.3.b	Concern for Others	IM	4.24	61	.12	3.96	4.44	N	3/2003	Incumbent
33-3051.01	1.C.3.c	Social Orientation	IM	3.96	61	.14	3.72	4.28	N	3/2003	Incumbent
33-3051.01	1.C.4.a	Self Control	IM	4.83	61	.06	4.68	4.92	N	3/2003	Incumbent
33-3051.01	1.C.4.b	Stress Tolerance	IM	4.71	61	.08	4.54	4.86	N	3/2003	Incumbent
33-3051.01	1.C.4.c	Adaptability/Flexibility	IM	4.12	61	.13	3.84	4.36	N	3/2003	Incumbent
33-3051.01	1.C.5.a	Dependability	IM	4.54	60	.1	4.3	4.7	N	3/2003	Incumbent
33-3051.01	1.C.5.b	Attention to Detail	IM	4.61	61	.09	4.42	4.78	N	3/2003	Incumbent
33-3051.01	1.C.5.c	Integrity	IM	4.83	61	.06	4.68	4.92	N	3/2003	Incumbent
33-3051.01	1.C.6	Independence	IM	4.19	61	.13	3.94	4.46	N	3/2003	Incumbent
33-3051.01	1.C.7.a	Innovation	IM	3.75	61	.15	3.4	4	N	3/2003	Incumbent
33-3051.01	1.C.7.b	Analytical Thinking	IM	3.98	61	.14	3.72	4.28	N	3/2003	Incumbent
39-5012.00	1.C.1.a	Achievement/Effort	IM	4.35	16	.21	3.95	4.85	N	3/2003	Incumbent
39-5012.00	1.C.1.b	Persistence	IM	4.22	16	.22	3.73	4.67	N	3/2003	Incumbent
39-5012.00	1.C.1.c	Initiative	IM	4.39	16	.2	3.97	4.83	N	3/2003	Incumbent
39-5012.00	1.C.2.b	Leadership	IM	3.85	16	.27	3.22	4.38	N	3/2003	Incumbent
39-5012.00	1.C.3.a	Cooperation	IM	4.76	16	.14	4.5	5	N	3/2003	Incumbent
39-5012.00	1.C.3.b	Concern for Others	IM	4.47	16	.18	4.12	4.88	N	3/2003	Incumbent
39-5012.00	1.C.3.c	Social Orientation	IM	4.43	16	.24	3.89	4.91	N	3/2003	Incumbent
39-5012.00	1.C.4.a	Self Control	IM	4.73	16	.14	4.4	5	N	3/2003	Incumbent
39-5012.00	1.C.4.b	Stress Tolerance	IM	4.15	16	.23	3.71	4.69	N	3/2003	Incumbent
39-5012.00	1.C.4.c	Adaptability/Flexibility	IM	4.13	16	.24	3.59	4.61	N	3/2003	Incumbent
39-5012.00	1.C.5.a	Dependability	IM	4.67	16	.15	4.38	5	N	3/2003	Incumbent
39-5012.00	1.C.5.b	Attention to Detail	IM	4.71	16	.14	4.4	5	N	3/2003	Incumbent
39-5012.00	1.C.5.c	Integrity	IM	4.7	16	.16	4.36	5	N	3/2003	Incumbent
39-5012.00	1.C.6	Independence	IM	4.41	16	.21	3.95	4.85	N	3/2003	Incumbent
39-5012.00	1.C.7.a	Innovation	IM	4.5	16	.2	4.07	4.93	N	3/2003	Incumbent
39-5012.00	1.C.7.b	Analytical Thinking	IM	3.55	16	.41	2.73	4.47	N	3/2003	Incumbent
41-1011.00	1.C.1.a	Achievement/Effort	IM	3.63	19	.29	2.99	4.21	N	3/2003	Incumbent
41-1011.00	1.C.1.b	Persistence	IM	3.5	19	.3	2.87	4.13	N	3/2003	Incumbent
41-1011.00	1.C.1.c	Initiative	IM	3.36	19	.31	2.75	4.05	N	3/2003	Incumbent
41-1011.00	1.C.2.b	Leadership	IM	3.84	19	.32	3.13	4.47	N	3/2003	Incumbent
41-1011.00	1.C.3.a	Cooperation	IM	3.73	19	.28	3.11	4.29	N	3/2003	Incumbent
41-1011.00	1.C.3.b	Concern for Others	IM	3.52	19	.3	2.87	4.13	N	3/2003	Incumbent
41-1011.00	1.C.3.c	Social Orientation	IM	2.9	19	.33	2.21	3.59	N	3/2003	Incumbent
41-1011.00	1.C.4.a	Self Control	IM	4.11	19	.24	3.6	4.6	N	3/2003	Incumbent
41-1011.00	1.C.4.b	Stress Tolerance	IM	4.56	19	.2	4.18	5	N	3/2003	Incumbent
41-1011.00	1.C.4.c	Adaptability/Flexibility	IM	4.1	18	.25	3.57	4.63	N	3/2003	Incumbent
41-1011.00	1.C.5.a	Dependability	IM	4.53	19	.17	4.14	4.86	N	3/2003	Incumbent
41-1011.00	1.C.5.b	Attention to Detail	IM	3.73	19	.28	3.11	4.29	N	3/2003	Incumbent
41-1011.00	1.C.5.c	Integrity	IM	4.27	19	.22	3.84	4.76	N	3/2003	Incumbent
41-1011.00	1.C.6	Independence	IM	3.6	19	.29	2.99	4.21	N	3/2003	Incumbent
41-1011.00	1.C.7.a	Innovation	IM	2.11	19	.33	1.41	2.79	N	3/2003	Incumbent
41-1011.00	1.C.7.b	Analytical Thinking	IM	2.9	19	.33	2.21	3.59	N	3/2003	Incumbent
41-2021.00	1.C.1.a	Achievement/Effort	IM	3.35	18	.32	2.72	4.08	N	3/2003	Incumbent
41-2021.00	1.C.1.b	Persistence	IM	3.09	18	.33	2.4	3.8	N	3/2003	Incumbent
41-2021.00	1.C.1.c	Initiative	IM	3.19	18	.33	2.5	3.9	N	3/2003	Incumbent
41-2021.00	1.C.2.b	Leadership	IM	3.55	18	.3	2.97	4.23	N	3/2003	Incumbent
41-2021.00	1.C.3.a	Cooperation	IM	3.88	18	.27	3.33	4.47	N	3/2003	Incumbent
41-2021.00	1.C.3.b	Concern for Others	IM	3.43	18	.31	2.75	4.05	N	3/2003	Incumbent
41-2021.00	1.C.3.c	Social Orientation	IM	3.27	18	.32	2.62	3.98	N	3/2003	Incumbent
41-2021.00	1.C.4.a	Self Control	IM	4.07	18	.25	3.57	4.63	N	3/2003	Incumbent
41-2021.00	1.C.4.b	Stress Tolerance	IM	3.77	18	.28	3.21	4.39	N	3/2003	Incumbent
41-2021.00	1.C.4.c	Adaptability/Flexibility	IM	3.96	18	.26	3.45	4.55	N	3/2003	Incumbent
41-2021.00	1.C.5.a	Dependability	IM	4.07	18	.25	3.57	4.63	N	3/2003	Incumbent
41-2021.00	1.C.5.b	Attention to Detail	IM	4.06	18	.25	3.57	4.63	N	3/2003	Incumbent
41-2021.00	1.C.5.c	Integrity	IM	4.09	18	.25	3.57	4.63	N	3/2003	Incumbent
41-2021.00	1.C.6	Independence	IM	3.29	18	.32	2.62	3.98	N	3/2003	Incumbent
41-2021.00	1.C.7.a	Innovation	IM	2.98	18	.34	2.28	3.72	N	3/2003	Incumbent
41-2021.00	1.C.7.b	Analytical Thinking	IM	2.44	18	.35	1.66	3.14	N	3/2003	Incumbent
41-2031.00	1.C.1.a	Achievement/Effort	IM	3.76	26	.24	3.31	4.29	N	3/2003	Incumbent
41-2031.00	1.C.1.b	Persistence	IM	3.77	26	.24	3.31	4.29	N	3/2003	Incumbent
41-2031.00	1.C.1.c	Initiative	IM	3.8	26	.24	3.31	4.29	N	3/2003	Incumbent
41-2031.00	1.C.2.b	Leadership	IM	3.72	26	.24	3.21	4.19	N	3/2003	Incumbent
41-2031.00	1.C.3.a	Cooperation	IM	4.34	26	.18	3.93	4.67	N	3/2003	Incumbent
41-2031.00	1.C.3.b	Concern for Others	IM	3.93	26	.22	3.45	4.35	N	3/2003	Incumbent
41-2031.00	1.C.3.c	Social Orientation	IM	3.57	26	.25	3.09	4.11	N	3/2003	Incumbent
41-2031.00	1.C.4.a	Self Control	IM	4.31	26	.18	3.93	4.67	N	3/2003	Incumbent
41-2031.00	1.C.4.b	Stress Tolerance	IM	3.86	27	.22	3.45	4.35	N	3/2003	Incumbent
41-2031.00	1.C.4.c	Adaptability/Flexibility	IM	3.99	26	.22	3.55	4.45	N	3/2003	Incumbent
41-2031.00	1.C.5.a	Dependability	IM	4.37	27	.17	4.05	4.75	N	3/2003	Incumbent
41-2031.00	1.C.5.b	Attention to Detail	IM	3.82	27	.23	3.33	4.27	N	3/2003	Incumbent
41-2031.00	1.C.5.c	Integrity	IM	4.3	27	.21	3.87	4.73	N	3/2003	Incumbent
41-2031.00	1.C.6	Independence	IM	3.68	27	.24	3.21	4.19	N	3/2003	Incumbent
41-2031.00	1.C.7.a	Innovation	IM	3.54	27	.25	2.99	4.01	N	3/2003	Incumbent
41-2031.00	1.C.7.b	Analytical Thinking	IM	3.52	27	.25	2.99	4.01	N	3/2003	Incumbent
41-3021.00	1.C.1.a	Achievement/Effort	IM	4.15	29	.19	3.81	4.59	N	3/2003	Incumbent
41-3021.00	1.C.1.b	Persistence	IM	4.27	29	.17	3.95	4.65	N	3/2003	Incumbent
41-3021.00	1.C.1.c	Initiative	IM	4.37	29	.16	4.07	4.73	N	3/2003	Incumbent
41-3021.00	1.C.2.b	Leadership	IM	3.8	29	.22	3.35	4.25	N	3/2003	Incumbent
41-3021.00	1.C.3.a	Cooperation	IM	4.25	29	.18	3.83	4.57	N	3/2003	Incumbent
41-3021.00	1.C.3.b	Concern for Others	IM	4.24	29	.18	3.83	4.57	N	3/2003	Incumbent
41-3021.00	1.C.3.c	Social Orientation	IM	3.92	29	.21	3.47	4.33	N	3/2003	Incumbent
41-3021.00	1.C.4.a	Self Control	IM	4.4	29	.16	4.07	4.73	N	3/2003	Incumbent
41-3021.00	1.C.4.b	Stress Tolerance	IM	4.26	29	.18	3.93	4.67	N	3/2003	Incumbent
41-3021.00	1.C.4.c	Adaptability/Flexibility	IM	4	29	.2	3.59	4.41	N	3/2003	Incumbent
41-3021.00	1.C.5.a	Dependability	IM	4.6	29	.13	4.33	4.87	N	3/2003	Incumbent
41-3021.00	1.C.5.b	Attention to Detail	IM	4.58	29	.13	4.33	4.87	N	3/2003	Incumbent
41-3021.00	1.C.5.c	Integrity	IM	4.7	29	.12	4.45	4.95	N	3/2003	Incumbent
41-3021.00	1.C.6	Independence	IM	4.21	29	.18	3.83	4.57	N	3/2003	Incumbent
41-3021.00	1.C.7.a	Innovation	IM	3.6	28	.24	3.11	4.09	N	3/2003	Incumbent
41-3021.00	1.C.7.b	Analytical Thinking	IM	3.7	28	.23	3.23	4.17	N	3/2003	Incumbent
41-3041.00	1.C.1.a	Achievement/Effort	IM	3.47	16	.33	2.8	4.2	N	3/2003	Incumbent
41-3041.00	1.C.1.b	Persistence	IM	3.61	16	.32	2.92	4.28	N	3/2003	Incumbent
41-3041.00	1.C.1.c	Initiative	IM	3.85	16	.29	3.28	4.52	N	3/2003	Incumbent
41-3041.00	1.C.2.b	Leadership	IM	3.61	16	.32	2.92	4.28	N	3/2003	Incumbent
41-3041.00	1.C.3.a	Cooperation	IM	4.1	16	.26	3.55	4.65	N	3/2003	Incumbent
41-3041.00	1.C.3.b	Concern for Others	IM	3.69	16	.31	3.04	4.36	N	3/2003	Incumbent
41-3041.00	1.C.3.c	Social Orientation	IM	3.46	16	.35	2.75	4.25	N	3/2003	Incumbent
41-3041.00	1.C.4.a	Self Control	IM	3.97	16	.28	3.4	4.6	N	3/2003	Incumbent
41-3041.00	1.C.4.b	Stress Tolerance	IM	3.72	16	.31	3.04	4.36	N	3/2003	Incumbent
41-3041.00	1.C.4.c	Adaptability/Flexibility	IM	3.61	16	.32	2.92	4.28	N	3/2003	Incumbent
41-3041.00	1.C.5.a	Dependability	IM	4.37	16	.22	3.93	4.87	N	3/2003	Incumbent
41-3041.00	1.C.5.b	Attention to Detail	IM	4.4	16	.22	3.93	4.87	N	3/2003	Incumbent
41-3041.00	1.C.5.c	Integrity	IM	4.19	16	.25	3.67	4.73	N	3/2003	Incumbent
41-3041.00	1.C.6	Independence	IM	3.9	16	.29	3.28	4.52	N	3/2003	Incumbent
41-3041.00	1.C.7.a	Innovation	IM	2.96	16	.36	2.23	3.77	N	3/2003	Incumbent
41-3041.00	1.C.7.b	Analytical Thinking	IM	3.24	16	.35	2.45	3.95	N	3/2003	Incumbent
43-4171.00	1.C.1.a	Achievement/Effort	IM	3.41	48	.22	2.96	3.84	N	3/2003	Incumbent
43-4171.00	1.C.1.b	Persistence	IM	3.64	49	.21	3.18	4.02	N	3/2003	Incumbent
43-4171.00	1.C.1.c	Initiative	IM	3.78	48	.2	3.4	4.2	N	3/2003	Incumbent
43-4171.00	1.C.2.b	Leadership	IM	3.36	49	.22	2.96	3.84	N	3/2003	Incumbent
43-4171.00	1.C.3.a	Cooperation	IM	4.61	49	.11	4.38	4.82	N	3/2003	Incumbent
43-4171.00	1.C.3.b	Concern for Others	IM	4.29	49	.15	4	4.6	N	3/2003	Incumbent
43-4171.00	1.C.3.c	Social Orientation	IM	3.99	49	.18	3.64	4.36	N	3/2003	Incumbent
43-4171.00	1.C.4.a	Self Control	IM	4.36	49	.14	4.12	4.68	N	3/2003	Incumbent
43-4171.00	1.C.4.b	Stress Tolerance	IM	4.41	49	.14	4.12	4.68	N	3/2003	Incumbent
43-4171.00	1.C.4.c	Adaptability/Flexibility	IM	3.76	49	.2	3.4	4.2	N	3/2003	Incumbent
43-4171.00	1.C.5.a	Dependability	IM	4.45	49	.13	4.24	4.76	N	3/2003	Incumbent
43-4171.00	1.C.5.b	Attention to Detail	IM	4.29	49	.15	4	4.6	N	3/2003	Incumbent
43-4171.00	1.C.5.c	Integrity	IM	4.44	49	.13	4.14	4.66	N	3/2003	Incumbent
43-4171.00	1.C.6	Independence	IM	4.1	49	.17	3.76	4.44	N	3/2003	Incumbent
43-4171.00	1.C.7.a	Innovation	IM	3.21	49	.23	2.74	3.66	N	3/2003	Incumbent
43-4171.00	1.C.7.b	Analytical Thinking	IM	2.99	49	.23	2.54	3.46	N	3/2003	Incumbent
43-6012.00	1.C.1.a	Achievement/Effort	IM	3.89	21	.29	3.3	4.5	N	3/2003	Incumbent
43-6012.00	1.C.1.b	Persistence	IM	3.79	21	.3	3.17	4.43	N	3/2003	Incumbent
43-6012.00	1.C.1.c	Initiative	IM	3.99	21	.28	3.42	4.58	N	3/2003	Incumbent
43-6012.00	1.C.2.b	Leadership	IM	3.5	21	.33	2.81	4.19	N	3/2003	Incumbent
43-6012.00	1.C.3.a	Cooperation	IM	4.14	21	.26	3.56	4.64	N	3/2003	Incumbent
43-6012.00	1.C.3.b	Concern for Others	IM	3.79	21	.3	3.17	4.43	N	3/2003	Incumbent
43-6012.00	1.C.3.c	Social Orientation	IM	3.25	21	.35	2.47	3.93	N	3/2003	Incumbent
43-6012.00	1.C.4.a	Self Control	IM	3.95	21	.28	3.42	4.58	N	3/2003	Incumbent
43-6012.00	1.C.4.b	Stress Tolerance	IM	4.02	21	.27	3.44	4.56	N	3/2003	Incumbent
43-6012.00	1.C.4.c	Adaptability/Flexibility	IM	3.79	21	.3	3.17	4.43	N	3/2003	Incumbent
43-6012.00	1.C.5.a	Dependability	IM	4.21	21	.25	3.68	4.72	N	3/2003	Incumbent
43-6012.00	1.C.5.b	Attention to Detail	IM	4.72	21	.15	4.39	5	N	3/2003	Incumbent
43-6012.00	1.C.5.c	Integrity	IM	4.44	21	.21	3.96	4.84	N	3/2003	Incumbent
43-6012.00	1.C.6	Independence	IM	4.12	21	.26	3.56	4.64	N	3/2003	Incumbent
43-6012.00	1.C.7.a	Innovation	IM	3.39	19	.36	2.64	4.16	N	3/2003	Incumbent
43-6012.00	1.C.7.b	Analytical Thinking	IM	3.36	21	.34	2.69	4.11	N	3/2003	Incumbent
43-6013.00	1.C.1.a	Achievement/Effort	IM	3.89	26	.26	3.36	4.44	N	3/2003	Incumbent
43-6013.00	1.C.1.b	Persistence	IM	3.75	26	.27	3.24	4.36	N	3/2003	Incumbent
43-6013.00	1.C.1.c	Initiative	IM	4.26	26	.22	3.85	4.75	N	3/2003	Incumbent
43-6013.00	1.C.2.b	Leadership	IM	3.36	26	.31	2.76	4.04	N	3/2003	Incumbent
43-6013.00	1.C.3.a	Cooperation	IM	4.8	26	.11	4.57	5	N	3/2003	Incumbent
43-6013.00	1.C.3.b	Concern for Others	IM	4.37	26	.2	3.99	4.81	N	3/2003	Incumbent
43-6013.00	1.C.3.c	Social Orientation	IM	4.11	26	.24	3.61	4.59	N	3/2003	Incumbent
43-6013.00	1.C.4.a	Self Control	IM	4.56	26	.17	4.25	4.95	N	3/2003	Incumbent
43-6013.00	1.C.4.b	Stress Tolerance	IM	4.43	26	.19	4.01	4.79	N	3/2003	Incumbent
43-6013.00	1.C.4.c	Adaptability/Flexibility	IM	4.45	26	.19	4.01	4.79	N	3/2003	Incumbent
43-6013.00	1.C.5.a	Dependability	IM	4.75	26	.13	4.43	4.97	N	3/2003	Incumbent
43-6013.00	1.C.5.b	Attention to Detail	IM	4.74	26	.13	4.43	4.97	N	3/2003	Incumbent
43-6013.00	1.C.5.c	Integrity	IM	4.38	26	.2	3.99	4.81	N	3/2003	Incumbent
43-6013.00	1.C.6	Independence	IM	4.36	26	.2	3.99	4.81	N	3/2003	Incumbent
43-6013.00	1.C.7.a	Innovation	IM	3.37	26	.3	2.78	4.02	N	3/2003	Incumbent
43-6013.00	1.C.7.b	Analytical Thinking	IM	3.26	26	.31	2.66	3.94	N	3/2003	Incumbent
43-9022.00	1.C.1.a	Achievement/Effort	IM	3.36	24	.32	2.74	4.06	N	3/2003	Incumbent
43-9022.00	1.C.1.b	Persistence	IM	3.32	24	.32	2.64	3.96	N	3/2003	Incumbent
43-9022.00	1.C.1.c	Initiative	IM	3.71	24	.29	3.1	4.3	N	3/2003	Incumbent
43-9022.00	1.C.2.b	Leadership	IM	2.83	23	.34	2.09	3.51	N	3/2003	Incumbent
43-9022.00	1.C.3.a	Cooperation	IM	4.14	24	.24	3.6	4.6	N	3/2003	Incumbent
43-9022.00	1.C.3.b	Concern for Others	IM	4.06	24	.25	3.58	4.62	N	3/2003	Incumbent
43-9022.00	1.C.3.c	Social Orientation	IM	3.74	24	.29	3.1	4.3	N	3/2003	Incumbent
43-9022.00	1.C.4.a	Self Control	IM	4.02	24	.26	3.46	4.54	N	3/2003	Incumbent
43-9022.00	1.C.4.b	Stress Tolerance	IM	3.25	24	.32	2.64	3.96	N	3/2003	Incumbent
43-9022.00	1.C.4.c	Adaptability/Flexibility	IM	3.32	24	.32	2.64	3.96	N	3/2003	Incumbent
43-9022.00	1.C.5.a	Dependability	IM	4.23	24	.23	3.72	4.68	N	3/2003	Incumbent
43-9022.00	1.C.5.b	Attention to Detail	IM	4.54	24	.18	4.13	4.87	N	3/2003	Incumbent
43-9022.00	1.C.5.c	Integrity	IM	4.4	24	.2	3.99	4.81	N	3/2003	Incumbent
43-9022.00	1.C.6	Independence	IM	3.7	24	.29	3.1	4.3	N	3/2003	Incumbent
43-9022.00	1.C.7.a	Innovation	IM	3.23	24	.33	2.52	3.88	N	3/2003	Incumbent
43-9022.00	1.C.7.b	Analytical Thinking	IM	3.04	24	.34	2.3	3.7	N	3/2003	Incumbent
43-9041.02	1.C.1.a	Achievement/Effort	IM	3.94	20	.29	3.29	4.51	N	3/2003	Incumbent
43-9041.02	1.C.1.b	Persistence	IM	3.33	20	.35	2.57	4.03	N	3/2003	Incumbent
43-9041.02	1.C.1.c	Initiative	IM	3.9	20	.3	3.27	4.53	N	3/2003	Incumbent
43-9041.02	1.C.2.b	Leadership	IM	3.1	20	.37	2.33	3.87	N	3/2003	Incumbent
43-9041.02	1.C.3.a	Cooperation	IM	4.23	20	.25	3.68	4.72	N	3/2003	Incumbent
43-9041.02	1.C.3.b	Concern for Others	IM	3.87	20	.3	3.27	4.53	N	3/2003	Incumbent
43-9041.02	1.C.3.c	Social Orientation	IM	3.41	20	.35	2.67	4.13	N	3/2003	Incumbent
43-9041.02	1.C.4.a	Self Control	IM	3.65	20	.32	2.93	4.27	N	3/2003	Incumbent
43-9041.02	1.C.4.b	Stress Tolerance	IM	3.82	20	.31	3.15	4.45	N	3/2003	Incumbent
43-9041.02	1.C.4.c	Adaptability/Flexibility	IM	3.59	20	.33	2.91	4.29	N	3/2003	Incumbent
43-9041.02	1.C.5.a	Dependability	IM	4.09	19	.22	3.64	4.56	N	3/2003	Incumbent
43-9041.02	1.C.5.b	Attention to Detail	IM	4.46	20	.21	4.06	4.94	N	3/2003	Incumbent
43-9041.02	1.C.5.c	Integrity	IM	4.26	20	.25	3.78	4.82	N	3/2003	Incumbent
43-9041.02	1.C.6	Independence	IM	3.49	20	.32	2.83	4.17	N	3/2003	Incumbent
43-9041.02	1.C.7.a	Innovation	IM	2.72	20	.38	1.9	3.5	N	3/2003	Incumbent
43-9041.02	1.C.7.b	Analytical Thinking	IM	3.13	20	.36	2.35	3.85	N	3/2003	Incumbent
