O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
33-3012.00	1.C.1.a	Achievement/Effort	IM	3.68	69	.2	3.29	4.08	N	7/2004	Incumbent
33-3012.00	1.C.1.b	Persistence	IM	3.97	69	.2	3.58	4.36	N	7/2004	Incumbent
33-3012.00	1.C.1.c	Initiative	IM	4.2	68	.18	3.84	4.57	N	7/2004	Incumbent
33-3012.00	1.C.2.b	Leadership	IM	4.21	69	.17	3.87	4.55	N	7/2004	Incumbent
33-3012.00	1.C.3.a	Cooperation	IM	4.5	69	.11	4.29	4.71	N	7/2004	Incumbent
33-3012.00	1.C.3.b	Concern for Others	IM	4.31	69	.17	3.98	4.64	N	7/2004	Incumbent
33-3012.00	1.C.3.c	Social Orientation	IM	4.16	69	.16	3.83	4.49	N	7/2004	Incumbent
33-3012.00	1.C.4.a	Self Control	IM	4.9	69	.04	4.82	4.98	N	7/2004	Incumbent
33-3012.00	1.C.4.b	Stress Tolerance	IM	4.72	69	.07	4.58	4.87	N	7/2004	Incumbent
33-3012.00	1.C.4.c	Adaptability/Flexibility	IM	4.32	69	.14	4.05	4.59	N	7/2004	Incumbent
33-3012.00	1.C.5.a	Dependability	IM	4.78	69	.07	4.63	4.92	N	7/2004	Incumbent
33-3012.00	1.C.5.b	Attention to Detail	IM	4.69	69	.08	4.52	4.85	N	7/2004	Incumbent
33-3012.00	1.C.5.c	Integrity	IM	4.75	69	.09	4.56	4.93	N	7/2004	Incumbent
33-3012.00	1.C.6	Independence	IM	4.13	69	.15	3.84	4.43	N	7/2004	Incumbent
33-3012.00	1.C.7.a	Innovation	IM	3.66	69	.2	3.25	4.06	N	7/2004	Incumbent
33-3012.00	1.C.7.b	Analytical Thinking	IM	3.8	69	.17	3.46	4.14	N	7/2004	Incumbent
33-3021.01	1.C.1.a	Achievement/Effort	IM	3.84	40	.1	3.63	4.05	N	3/2003	Incumbent
33-3021.01	1.C.1.b	Persistence	IM	4.11	40	.06	4	4.23	N	3/2003	Incumbent
33-3021.01	1.C.1.c	Initiative	IM	4.29	40	.1	4.08	4.5	N	3/2003	Incumbent
33-3021.01	1.C.2.b	Leadership	IM	3.84	40	.22	3.4	4.27	N	3/2003	Incumbent
33-3021.01	1.C.3.a	Cooperation	IM	4.11	40	.18	3.75	4.47	N	3/2003	Incumbent
33-3021.01	1.C.3.b	Concern for Others	IM	3.85	40	.19	3.46	4.24	N	3/2003	Incumbent
33-3021.01	1.C.3.c	Social Orientation	IM	3.35	40	.2	2.94	3.75	N	3/2003	Incumbent
33-3021.01	1.C.4.a	Self Control	IM	4.67	40	.11	4.45	4.89	N	3/2003	Incumbent
33-3021.01	1.C.4.b	Stress Tolerance	IM	4.3	40	.17	3.96	4.64	N	3/2003	Incumbent
33-3021.01	1.C.4.c	Adaptability/Flexibility	IM	4.28	40	.16	3.97	4.6	N	3/2003	Incumbent
33-3021.01	1.C.5.a	Dependability	IM	4.52	40	.12	4.28	4.76	N	3/2003	Incumbent
33-3021.01	1.C.5.b	Attention to Detail	IM	4.46	40	.11	4.24	4.68	N	3/2003	Incumbent
33-3021.01	1.C.5.c	Integrity	IM	4.87	39	.09	4.7	5	N	3/2003	Incumbent
33-3021.01	1.C.6	Independence	IM	4.02	40	.12	3.76	4.27	N	3/2003	Incumbent
33-3021.01	1.C.7.a	Innovation	IM	3.81	40	.17	3.47	4.14	N	3/2003	Incumbent
33-3021.01	1.C.7.b	Analytical Thinking	IM	4.04	40	.14	3.76	4.32	N	3/2003	Incumbent
33-3021.02	1.C.1.a	Achievement/Effort	IM	3.84	23	.3	3.21	4.47	N	7/2004	Incumbent
33-3021.02	1.C.1.b	Persistence	IM	3.92	23	.37	3.16	4.68	N	7/2004	Incumbent
33-3021.02	1.C.1.c	Initiative	IM	4.24	23	.21	3.8	4.69	N	7/2004	Incumbent
33-3021.02	1.C.2.b	Leadership	IM	3.86	23	.33	3.18	4.54	N	7/2004	Incumbent
33-3021.02	1.C.3.a	Cooperation	IM	4.38	23	.18	4	4.75	N	7/2004	Incumbent
33-3021.02	1.C.3.b	Concern for Others	IM	4.1	23	.22	3.63	4.56	N	7/2004	Incumbent
33-3021.02	1.C.3.c	Social Orientation	IM	3.29	23	.4	2.46	4.12	N	7/2004	Incumbent
33-3021.02	1.C.4.a	Self Control	IM	4.33	23	.22	3.87	4.78	N	7/2004	Incumbent
33-3021.02	1.C.4.b	Stress Tolerance	IM	4.64	23	.17	4.29	4.98	N	7/2004	Incumbent
33-3021.02	1.C.4.c	Adaptability/Flexibility	IM	4.5	23	.14	4.2	4.8	N	7/2004	Incumbent
33-3021.02	1.C.5.a	Dependability	IM	4.8	23	.09	4.61	4.98	N	7/2004	Incumbent
33-3021.02	1.C.5.b	Attention to Detail	IM	4.66	23	.13	4.39	4.93	N	7/2004	Incumbent
33-3021.02	1.C.5.c	Integrity	IM	4.88	23	.08	4.71	5	N	7/2004	Incumbent
33-3021.02	1.C.6	Independence	IM	4.26	23	.22	3.79	4.72	N	7/2004	Incumbent
33-3021.02	1.C.7.a	Innovation	IM	3.68	23	.31	3.05	4.32	N	7/2004	Incumbent
33-3021.02	1.C.7.b	Analytical Thinking	IM	3.77	23	.37	2.99	4.54	N	7/2004	Incumbent
33-3051.01	1.C.1.a	Achievement/Effort	IM	3.84	61	.16	3.53	4.15	N	3/2003	Incumbent
33-3051.01	1.C.1.b	Persistence	IM	4.04	61	.13	3.78	4.3	N	3/2003	Incumbent
33-3051.01	1.C.1.c	Initiative	IM	4.19	61	.18	3.83	4.54	N	3/2003	Incumbent
33-3051.01	1.C.2.b	Leadership	IM	4.1	61	.17	3.76	4.43	N	3/2003	Incumbent
33-3051.01	1.C.3.a	Cooperation	IM	4.14	61	.14	3.86	4.43	N	3/2003	Incumbent
33-3051.01	1.C.3.b	Concern for Others	IM	4.24	61	.12	4	4.47	N	3/2003	Incumbent
33-3051.01	1.C.3.c	Social Orientation	IM	3.96	61	.19	3.59	4.33	N	3/2003	Incumbent
33-3051.01	1.C.4.a	Self Control	IM	4.83	61	.08	4.68	4.98	N	3/2003	Incumbent
33-3051.01	1.C.4.b	Stress Tolerance	IM	4.71	61	.09	4.54	4.88	N	3/2003	Incumbent
33-3051.01	1.C.4.c	Adaptability/Flexibility	IM	4.12	61	.17	3.79	4.46	N	3/2003	Incumbent
33-3051.01	1.C.5.a	Dependability	IM	4.54	60	.1	4.33	4.75	N	3/2003	Incumbent
33-3051.01	1.C.5.b	Attention to Detail	IM	4.61	61	.1	4.41	4.8	N	3/2003	Incumbent
33-3051.01	1.C.5.c	Integrity	IM	4.83	61	.08	4.68	4.99	N	3/2003	Incumbent
33-3051.01	1.C.6	Independence	IM	4.19	61	.1	4	4.39	N	3/2003	Incumbent
33-3051.01	1.C.7.a	Innovation	IM	3.75	61	.12	3.51	3.98	N	3/2003	Incumbent
33-3051.01	1.C.7.b	Analytical Thinking	IM	3.98	61	.21	3.57	4.39	N	3/2003	Incumbent
33-9031.00	1.C.1.a	Achievement/Effort	IM	3.06	27	.22	2.61	3.51	N	12/2004	Incumbent
33-9031.00	1.C.1.b	Persistence	IM	3.08	27	.22	2.63	3.53	N	12/2004	Incumbent
33-9031.00	1.C.1.c	Initiative	IM	3.54	27	.2	3.13	3.95	N	12/2004	Incumbent
33-9031.00	1.C.2.b	Leadership	IM	3.13	27	.32	2.47	3.79	N	12/2004	Incumbent
33-9031.00	1.C.3.a	Cooperation	IM	3.59	27	.31	2.96	4.23	N	12/2004	Incumbent
33-9031.00	1.C.3.b	Concern for Others	IM	2.81	27	.39	2.02	3.6	N	12/2004	Incumbent
33-9031.00	1.C.3.c	Social Orientation	IM	2.59	27	.43	1.71	3.48	N	12/2004	Incumbent
33-9031.00	1.C.4.a	Self Control	IM	3.56	27	.2	3.15	3.97	N	12/2004	Incumbent
33-9031.00	1.C.4.b	Stress Tolerance	IM	3.41	27	.17	3.06	3.76	N	12/2004	Incumbent
33-9031.00	1.C.4.c	Adaptability/Flexibility	IM	3.55	27	.2	3.14	3.96	N	12/2004	Incumbent
33-9031.00	1.C.5.a	Dependability	IM	4.12	27	.23	3.65	4.59	N	12/2004	Incumbent
33-9031.00	1.C.5.b	Attention to Detail	IM	4.27	27	.22	3.83	4.71	N	12/2004	Incumbent
33-9031.00	1.C.5.c	Integrity	IM	4.24	27	.21	3.82	4.66	N	12/2004	Incumbent
33-9031.00	1.C.6	Independence	IM	3.5	27	.24	3	4	N	12/2004	Incumbent
33-9031.00	1.C.7.a	Innovation	IM	2.99	27	.26	2.46	3.53	N	12/2004	Incumbent
33-9031.00	1.C.7.b	Analytical Thinking	IM	3.22	27	.25	2.71	3.73	N	12/2004	Incumbent
33-9032.00	1.C.1.a	Achievement/Effort	IM	3.34	20	.34	2.63	4.04	N	7/2004	Incumbent
33-9032.00	1.C.1.b	Persistence	IM	3.38	20	.43	2.47	4.29	N	7/2004	Incumbent
33-9032.00	1.C.1.c	Initiative	IM	3.81	20	.25	3.29	4.34	N	7/2004	Incumbent
33-9032.00	1.C.2.b	Leadership	IM	4	20	.09	3.81	4.2	N	7/2004	Incumbent
33-9032.00	1.C.3.a	Cooperation	IM	4.45	20	.2	4.04	4.87	N	7/2004	Incumbent
33-9032.00	1.C.3.b	Concern for Others	IM	4.28	20	.3	3.65	4.91	N	7/2004	Incumbent
33-9032.00	1.C.3.c	Social Orientation	IM	3.47	20	.28	2.88	4.06	N	7/2004	Incumbent
33-9032.00	1.C.4.a	Self Control	IM	4.3	20	.26	3.75	4.84	N	7/2004	Incumbent
33-9032.00	1.C.4.b	Stress Tolerance	IM	4.42	20	.18	4.04	4.8	N	7/2004	Incumbent
33-9032.00	1.C.4.c	Adaptability/Flexibility	IM	3.94	20	.1	3.73	4.16	N	7/2004	Incumbent
33-9032.00	1.C.5.a	Dependability	IM	4.43	20	.2	4.02	4.84	N	7/2004	Incumbent
33-9032.00	1.C.5.b	Attention to Detail	IM	4.64	20	.18	4.27	5	N	7/2004	Incumbent
33-9032.00	1.C.5.c	Integrity	IM	4.64	20	.22	4.18	5	N	7/2004	Incumbent
33-9032.00	1.C.6	Independence	IM	3.51	20	.44	2.59	4.42	N	7/2004	Incumbent
33-9032.00	1.C.7.a	Innovation	IM	3.3	20	.36	2.53	4.06	N	7/2004	Incumbent
33-9032.00	1.C.7.b	Analytical Thinking	IM	3.17	20	.27	2.6	3.74	N	7/2004	Incumbent
35-1012.00	1.C.1.a	Achievement/Effort	IM	3.67	70	.24	3.2	4.15	N	7/2004	Incumbent
35-1012.00	1.C.1.b	Persistence	IM	3.73	70	.27	3.19	4.27	N	7/2004	Incumbent
35-1012.00	1.C.1.c	Initiative	IM	4.29	70	.2	3.9	4.69	N	7/2004	Incumbent
35-1012.00	1.C.2.b	Leadership	IM	4.53	70	.2	4.13	4.93	N	7/2004	Incumbent
35-1012.00	1.C.3.a	Cooperation	IM	4.62	70	.15	4.32	4.91	N	7/2004	Incumbent
35-1012.00	1.C.3.b	Concern for Others	IM	4.09	70	.18	3.73	4.45	N	7/2004	Incumbent
35-1012.00	1.C.3.c	Social Orientation	IM	3.94	70	.2	3.54	4.34	N	7/2004	Incumbent
35-1012.00	1.C.4.a	Self Control	IM	4.62	70	.14	4.35	4.9	N	7/2004	Incumbent
35-1012.00	1.C.4.b	Stress Tolerance	IM	4.35	70	.15	4.06	4.64	N	7/2004	Incumbent
35-1012.00	1.C.4.c	Adaptability/Flexibility	IM	4.2	70	.15	3.91	4.5	N	7/2004	Incumbent
35-1012.00	1.C.5.a	Dependability	IM	4.73	70	.11	4.51	4.95	N	7/2004	Incumbent
35-1012.00	1.C.5.b	Attention to Detail	IM	4.26	70	.12	4.02	4.49	N	7/2004	Incumbent
35-1012.00	1.C.5.c	Integrity	IM	4.32	70	.2	3.91	4.73	N	7/2004	Incumbent
35-1012.00	1.C.6	Independence	IM	3.77	70	.19	3.4	4.14	N	7/2004	Incumbent
35-1012.00	1.C.7.a	Innovation	IM	3.25	70	.23	2.79	3.7	N	7/2004	Incumbent
35-1012.00	1.C.7.b	Analytical Thinking	IM	3.45	70	.21	3.03	3.87	N	7/2004	Incumbent
35-2014.00	1.C.1.a	Achievement/Effort	IM	3.8	80	.15	3.5	4.1	N	7/2004	Incumbent
35-2014.00	1.C.1.b	Persistence	IM	3.8	80	.14	3.52	4.08	N	7/2004	Incumbent
35-2014.00	1.C.1.c	Initiative	IM	3.89	80	.13	3.62	4.16	N	7/2004	Incumbent
35-2014.00	1.C.2.b	Leadership	IM	3.58	80	.17	3.24	3.93	N	7/2004	Incumbent
35-2014.00	1.C.3.a	Cooperation	IM	4.24	81	.11	4.03	4.46	N	7/2004	Incumbent
35-2014.00	1.C.3.b	Concern for Others	IM	3.72	81	.15	3.41	4.03	N	7/2004	Incumbent
35-2014.00	1.C.3.c	Social Orientation	IM	3.69	81	.15	3.39	3.99	N	7/2004	Incumbent
35-2014.00	1.C.4.a	Self Control	IM	4.22	81	.15	3.93	4.51	N	7/2004	Incumbent
35-2014.00	1.C.4.b	Stress Tolerance	IM	4.02	81	.15	3.72	4.32	N	7/2004	Incumbent
35-2014.00	1.C.4.c	Adaptability/Flexibility	IM	3.69	81	.16	3.37	4.01	N	7/2004	Incumbent
35-2014.00	1.C.5.a	Dependability	IM	4.31	81	.11	4.09	4.53	N	7/2004	Incumbent
35-2014.00	1.C.5.b	Attention to Detail	IM	4.24	81	.1	4.04	4.45	N	7/2004	Incumbent
35-2014.00	1.C.5.c	Integrity	IM	3.78	81	.16	3.47	4.09	N	7/2004	Incumbent
35-2014.00	1.C.6	Independence	IM	3.51	81	.21	3.09	3.94	N	7/2004	Incumbent
35-2014.00	1.C.7.a	Innovation	IM	3.19	81	.24	2.73	3.66	N	7/2004	Incumbent
35-2014.00	1.C.7.b	Analytical Thinking	IM	2.99	81	.25	2.49	3.5	N	7/2004	Incumbent
35-2015.00	1.C.1.a	Achievement/Effort	IM	3.27	31	.41	2.42	4.11	N	7/2004	Incumbent
35-2015.00	1.C.1.b	Persistence	IM	3.38	31	.29	2.8	3.96	N	7/2004	Incumbent
35-2015.00	1.C.1.c	Initiative	IM	3.59	31	.31	2.94	4.23	N	7/2004	Incumbent
35-2015.00	1.C.2.b	Leadership	IM	3	31	.39	2.2	3.79	N	7/2004	Incumbent
35-2015.00	1.C.3.a	Cooperation	IM	3.64	31	.19	3.26	4.03	N	7/2004	Incumbent
35-2015.00	1.C.3.b	Concern for Others	IM	3.38	31	.18	3.02	3.74	N	7/2004	Incumbent
35-2015.00	1.C.3.c	Social Orientation	IM	3.26	31	.27	2.7	3.82	N	7/2004	Incumbent
35-2015.00	1.C.4.a	Self Control	IM	3.52	31	.29	2.93	4.11	N	7/2004	Incumbent
35-2015.00	1.C.4.b	Stress Tolerance	IM	3.75	31	.21	3.32	4.18	N	7/2004	Incumbent
35-2015.00	1.C.4.c	Adaptability/Flexibility	IM	3.48	31	.29	2.89	4.07	N	7/2004	Incumbent
35-2015.00	1.C.5.a	Dependability	IM	4.25	31	.15	3.94	4.56	N	7/2004	Incumbent
35-2015.00	1.C.5.b	Attention to Detail	IM	3.89	31	.33	3.22	4.57	N	7/2004	Incumbent
35-2015.00	1.C.5.c	Integrity	IM	3.84	31	.28	3.27	4.41	N	7/2004	Incumbent
35-2015.00	1.C.6	Independence	IM	3.38	31	.29	2.78	3.98	N	7/2004	Incumbent
35-2015.00	1.C.7.a	Innovation	IM	2.69	31	.34	2.01	3.38	N	7/2004	Incumbent
35-2015.00	1.C.7.b	Analytical Thinking	IM	2.43	31	.31	1.8	3.07	N	7/2004	Incumbent
35-2021.00	1.C.1.a	Achievement/Effort	IM	3.23	94	.17	2.89	3.57	N	7/2004	Incumbent
35-2021.00	1.C.1.b	Persistence	IM	3.21	95	.16	2.88	3.53	N	7/2004	Incumbent
35-2021.00	1.C.1.c	Initiative	IM	3.7	95	.19	3.32	4.09	N	7/2004	Incumbent
35-2021.00	1.C.2.b	Leadership	IM	3.39	95	.2	2.99	3.79	N	7/2004	Incumbent
35-2021.00	1.C.3.a	Cooperation	IM	4.09	95	.15	3.79	4.4	N	7/2004	Incumbent
35-2021.00	1.C.3.b	Concern for Others	IM	3.51	95	.27	2.97	4.06	N	7/2004	Incumbent
35-2021.00	1.C.3.c	Social Orientation	IM	3.45	95	.21	3.03	3.86	N	7/2004	Incumbent
35-2021.00	1.C.4.a	Self Control	IM	4.29	95	.15	3.99	4.59	N	7/2004	Incumbent
35-2021.00	1.C.4.b	Stress Tolerance	IM	3.5	95	.15	3.2	3.79	N	7/2004	Incumbent
35-2021.00	1.C.4.c	Adaptability/Flexibility	IM	3.56	95	.19	3.18	3.94	N	7/2004	Incumbent
35-2021.00	1.C.5.a	Dependability	IM	4.31	95	.15	4.02	4.61	N	7/2004	Incumbent
35-2021.00	1.C.5.b	Attention to Detail	IM	3.85	95	.24	3.37	4.32	N	7/2004	Incumbent
35-2021.00	1.C.5.c	Integrity	IM	4.01	95	.23	3.55	4.47	N	7/2004	Incumbent
35-2021.00	1.C.6	Independence	IM	3.91	95	.28	3.36	4.46	N	7/2004	Incumbent
35-2021.00	1.C.7.a	Innovation	IM	3.02	95	.21	2.61	3.43	N	7/2004	Incumbent
35-2021.00	1.C.7.b	Analytical Thinking	IM	2.74	94	.19	2.36	3.12	N	7/2004	Incumbent
35-3011.00	1.C.1.a	Achievement/Effort	IM	2.94	75	.17	2.6	3.28	N	7/2004	Incumbent
35-3011.00	1.C.1.b	Persistence	IM	2.77	75	.24	2.3	3.24	N	7/2004	Incumbent
35-3011.00	1.C.1.c	Initiative	IM	2.98	75	.17	2.65	3.31	N	7/2004	Incumbent
35-3011.00	1.C.2.b	Leadership	IM	2.97	74	.21	2.56	3.38	N	7/2004	Incumbent
35-3011.00	1.C.3.a	Cooperation	IM	4.31	75	.12	4.06	4.55	N	7/2004	Incumbent
35-3011.00	1.C.3.b	Concern for Others	IM	3.74	75	.13	3.48	4	N	7/2004	Incumbent
35-3011.00	1.C.3.c	Social Orientation	IM	3.76	75	.29	3.19	4.33	N	7/2004	Incumbent
35-3011.00	1.C.4.a	Self Control	IM	4.35	75	.11	4.13	4.57	N	7/2004	Incumbent
35-3011.00	1.C.4.b	Stress Tolerance	IM	4.08	75	.17	3.74	4.41	N	7/2004	Incumbent
35-3011.00	1.C.4.c	Adaptability/Flexibility	IM	3.44	75	.19	3.06	3.81	N	7/2004	Incumbent
35-3011.00	1.C.5.a	Dependability	IM	4.06	74	.21	3.64	4.47	N	7/2004	Incumbent
35-3011.00	1.C.5.b	Attention to Detail	IM	3.65	75	.23	3.19	4.11	N	7/2004	Incumbent
35-3011.00	1.C.5.c	Integrity	IM	4.14	75	.16	3.81	4.47	N	7/2004	Incumbent
35-3011.00	1.C.6	Independence	IM	3.38	75	.24	2.91	3.85	N	7/2004	Incumbent
35-3011.00	1.C.7.a	Innovation	IM	2.51	75	.14	2.23	2.79	N	7/2004	Incumbent
35-3011.00	1.C.7.b	Analytical Thinking	IM	2.78	75	.27	2.23	3.32	N	7/2004	Incumbent
35-3021.00	1.C.1.a	Achievement/Effort	IM	3.03	56	.26	2.51	3.56	N	7/2004	Incumbent
35-3021.00	1.C.1.b	Persistence	IM	3.04	56	.24	2.55	3.52	N	7/2004	Incumbent
35-3021.00	1.C.1.c	Initiative	IM	3.54	56	.19	3.16	3.92	N	7/2004	Incumbent
35-3021.00	1.C.2.b	Leadership	IM	3.34	56	.15	3.04	3.63	N	7/2004	Incumbent
35-3021.00	1.C.3.a	Cooperation	IM	4.04	56	.2	3.64	4.45	N	7/2004	Incumbent
35-3021.00	1.C.3.b	Concern for Others	IM	3.25	56	.19	2.86	3.64	N	7/2004	Incumbent
35-3021.00	1.C.3.c	Social Orientation	IM	3.52	56	.14	3.23	3.8	N	7/2004	Incumbent
35-3021.00	1.C.4.a	Self Control	IM	3.94	56	.26	3.42	4.46	N	7/2004	Incumbent
35-3021.00	1.C.4.b	Stress Tolerance	IM	3.95	56	.19	3.57	4.32	N	7/2004	Incumbent
35-3021.00	1.C.4.c	Adaptability/Flexibility	IM	3.69	56	.19	3.31	4.08	N	7/2004	Incumbent
35-3021.00	1.C.5.a	Dependability	IM	4.3	56	.23	3.85	4.75	N	7/2004	Incumbent
35-3021.00	1.C.5.b	Attention to Detail	IM	3.78	56	.22	3.34	4.22	N	7/2004	Incumbent
35-3021.00	1.C.5.c	Integrity	IM	4.04	56	.23	3.58	4.51	N	7/2004	Incumbent
35-3021.00	1.C.6	Independence	IM	3.47	56	.25	2.97	3.97	N	7/2004	Incumbent
35-3021.00	1.C.7.a	Innovation	IM	2.77	56	.22	2.33	3.21	N	7/2004	Incumbent
35-3021.00	1.C.7.b	Analytical Thinking	IM	2.6	56	.27	2.06	3.13	N	7/2004	Incumbent
35-3022.00	1.C.1.a	Achievement/Effort	IM	3.08	35	.3	2.48	3.69	N	7/2004	Incumbent
35-3022.00	1.C.1.b	Persistence	IM	2.74	34	.27	2.2	3.28	N	7/2004	Incumbent
35-3022.00	1.C.1.c	Initiative	IM	3.24	35	.35	2.53	3.94	N	7/2004	Incumbent
35-3022.00	1.C.2.b	Leadership	IM	3.09	35	.3	2.48	3.69	N	7/2004	Incumbent
35-3022.00	1.C.3.a	Cooperation	IM	3.79	35	.41	2.96	4.62	N	7/2004	Incumbent
35-3022.00	1.C.3.b	Concern for Others	IM	3.86	35	.36	3.12	4.6	N	7/2004	Incumbent
35-3022.00	1.C.3.c	Social Orientation	IM	3.51	35	.33	2.84	4.19	N	7/2004	Incumbent
35-3022.00	1.C.4.a	Self Control	IM	3.75	35	.38	2.97	4.53	N	7/2004	Incumbent
35-3022.00	1.C.4.b	Stress Tolerance	IM	3.63	34	.3	3.02	4.24	N	7/2004	Incumbent
35-3022.00	1.C.4.c	Adaptability/Flexibility	IM	3.58	34	.3	2.97	4.19	N	7/2004	Incumbent
35-3022.00	1.C.5.a	Dependability	IM	3.98	34	.35	3.26	4.69	N	7/2004	Incumbent
35-3022.00	1.C.5.b	Attention to Detail	IM	3.95	34	.35	3.24	4.66	N	7/2004	Incumbent
35-3022.00	1.C.5.c	Integrity	IM	3.63	35	.33	2.96	4.29	N	7/2004	Incumbent
35-3022.00	1.C.6	Independence	IM	3.39	35	.26	2.87	3.91	N	7/2004	Incumbent
35-3022.00	1.C.7.a	Innovation	IM	3.34	35	.42	2.5	4.19	N	7/2004	Incumbent
35-3022.00	1.C.7.b	Analytical Thinking	IM	3.15	35	.36	2.42	3.88	N	7/2004	Incumbent
35-3031.00	1.C.1.a	Achievement/Effort	IM	3.36	131	.16	3.05	3.66	N	7/2004	Incumbent
35-3031.00	1.C.1.b	Persistence	IM	3.54	129	.18	3.19	3.9	N	7/2004	Incumbent
35-3031.00	1.C.1.c	Initiative	IM	3.79	131	.15	3.49	4.08	N	7/2004	Incumbent
35-3031.00	1.C.2.b	Leadership	IM	3.51	131	.17	3.17	3.86	N	7/2004	Incumbent
35-3031.00	1.C.3.a	Cooperation	IM	4.36	131	.13	4.11	4.61	N	7/2004	Incumbent
35-3031.00	1.C.3.b	Concern for Others	IM	4.21	131	.13	3.95	4.47	N	7/2004	Incumbent
35-3031.00	1.C.3.c	Social Orientation	IM	4.14	131	.13	3.88	4.4	N	7/2004	Incumbent
35-3031.00	1.C.4.a	Self Control	IM	4.55	131	.11	4.34	4.76	N	7/2004	Incumbent
35-3031.00	1.C.4.b	Stress Tolerance	IM	4.43	131	.12	4.19	4.67	N	7/2004	Incumbent
35-3031.00	1.C.4.c	Adaptability/Flexibility	IM	3.97	131	.16	3.67	4.28	N	7/2004	Incumbent
35-3031.00	1.C.5.a	Dependability	IM	4.5	131	.11	4.28	4.72	N	7/2004	Incumbent
35-3031.00	1.C.5.b	Attention to Detail	IM	4.09	130	.13	3.83	4.36	N	7/2004	Incumbent
35-3031.00	1.C.5.c	Integrity	IM	4.22	131	.13	3.95	4.48	N	7/2004	Incumbent
35-3031.00	1.C.6	Independence	IM	3.65	131	.16	3.33	3.97	N	7/2004	Incumbent
35-3031.00	1.C.7.a	Innovation	IM	3.08	131	.21	2.67	3.49	N	7/2004	Incumbent
35-3031.00	1.C.7.b	Analytical Thinking	IM	3.06	131	.17	2.72	3.4	N	7/2004	Incumbent
35-9031.00	1.C.1.a	Achievement/Effort	IM	2.76	68	.16	2.44	3.09	N	7/2004	Incumbent
35-9031.00	1.C.1.b	Persistence	IM	3.05	68	.19	2.68	3.43	N	7/2004	Incumbent
35-9031.00	1.C.1.c	Initiative	IM	3.25	68	.22	2.8	3.69	N	7/2004	Incumbent
35-9031.00	1.C.2.b	Leadership	IM	3.08	68	.23	2.62	3.55	N	7/2004	Incumbent
35-9031.00	1.C.3.a	Cooperation	IM	4.12	68	.14	3.83	4.4	N	7/2004	Incumbent
35-9031.00	1.C.3.b	Concern for Others	IM	3.79	68	.15	3.5	4.08	N	7/2004	Incumbent
35-9031.00	1.C.3.c	Social Orientation	IM	3.84	68	.27	3.29	4.39	N	7/2004	Incumbent
35-9031.00	1.C.4.a	Self Control	IM	3.96	68	.15	3.65	4.26	N	7/2004	Incumbent
35-9031.00	1.C.4.b	Stress Tolerance	IM	4.15	68	.13	3.89	4.41	N	7/2004	Incumbent
35-9031.00	1.C.4.c	Adaptability/Flexibility	IM	3.41	68	.2	3.01	3.81	N	7/2004	Incumbent
35-9031.00	1.C.5.a	Dependability	IM	3.99	68	.16	3.67	4.32	N	7/2004	Incumbent
35-9031.00	1.C.5.b	Attention to Detail	IM	3.58	68	.14	3.29	3.86	N	7/2004	Incumbent
35-9031.00	1.C.5.c	Integrity	IM	3.58	67	.18	3.23	3.94	N	7/2004	Incumbent
35-9031.00	1.C.6	Independence	IM	3.44	67	.13	3.17	3.7	N	7/2004	Incumbent
35-9031.00	1.C.7.a	Innovation	IM	2.64	66	.16	2.31	2.97	N	7/2004	Incumbent
35-9031.00	1.C.7.b	Analytical Thinking	IM	2.27	67	.21	1.84	2.7	N	7/2004	Incumbent
39-1011.00	1.C.1.a	Achievement/Effort	IM	3.33	39	.16	3	3.65	N	12/2004	Incumbent
39-1011.00	1.C.1.b	Persistence	IM	3.63	39	.2	3.24	4.03	N	12/2004	Incumbent
39-1011.00	1.C.1.c	Initiative	IM	3.8	39	.19	3.42	4.18	N	12/2004	Incumbent
39-1011.00	1.C.2.b	Leadership	IM	4.12	39	.22	3.67	4.57	N	12/2004	Incumbent
39-1011.00	1.C.3.a	Cooperation	IM	4.32	39	.15	4.02	4.62	N	12/2004	Incumbent
39-1011.00	1.C.3.b	Concern for Others	IM	4.04	39	.12	3.79	4.28	N	12/2004	Incumbent
39-1011.00	1.C.3.c	Social Orientation	IM	4.11	39	.14	3.83	4.38	N	12/2004	Incumbent
39-1011.00	1.C.4.a	Self Control	IM	4.62	39	.09	4.43	4.81	N	12/2004	Incumbent
39-1011.00	1.C.4.b	Stress Tolerance	IM	4.57	39	.12	4.33	4.81	N	12/2004	Incumbent
39-1011.00	1.C.4.c	Adaptability/Flexibility	IM	4.21	39	.15	3.91	4.52	N	12/2004	Incumbent
39-1011.00	1.C.5.a	Dependability	IM	4.46	39	.15	4.14	4.77	N	12/2004	Incumbent
39-1011.00	1.C.5.b	Attention to Detail	IM	4.2	39	.16	3.88	4.52	N	12/2004	Incumbent
39-1011.00	1.C.5.c	Integrity	IM	4.61	39	.12	4.37	4.85	N	12/2004	Incumbent
39-1011.00	1.C.6	Independence	IM	3.54	39	.24	3.04	4.03	N	12/2004	Incumbent
39-1011.00	1.C.7.a	Innovation	IM	3.29	39	.19	2.9	3.68	N	12/2004	Incumbent
39-1011.00	1.C.7.b	Analytical Thinking	IM	3.57	39	.19	3.18	3.96	N	12/2004	Incumbent
